action_id	action_date	action_type	action_label_raw	generated_statement	source_url	source_title	review_status	reviewer	reviewer_notes	reviewed_at
1cea1ab7b881	2025-06-12	probation	Kinloch: The following action regarding your institution was taken by the Board of Trustees of the Southern Association of Colleges and Schools Commission on Colleges during its meeting held on June 12, 2025: The SACSCOC Board of Trustees reviewed the institution’s Second Monitoring Report, continued accreditation, and placed the institution on Probation for Good Cause for twelve months for failure to comply with Standard 1 3.3 (Financial responsibility), Standard 13.4 (Control of finances), Standard 13.5 (Control of sponsored research/external funds), and Standard 13.6 (Federal and state responsibilities) of the Principles of Accreditation. A Special Committee has been authorized to visit the institution to determine compliance with the standards cited above.	Placed on probation for good cause for twelve months for failure to comply with Standard 13.4 (Control of finances), Standard 13.5 (Control of sponsored research/external funds), and Standard 13.6 (Federal and state responsibilities)	https://ope.ed.gov/dapip/#/institution-profile/133605	DAPIP Institutional Accreditation Action	approved	MV		2026-06-05
b9cddb6fc0a8	2020-02-27	notice	Summary of the Action: The Institution has been placed on Notice because it is at risk of being out of compliance with the Criteria for Accreditation.	Placed on Notice because the institution is at risk of being out of compliance with Core Components 5.A and 5.C.	https://ope.ed.gov/dapip/#/institution-profile/135258	DAPIP Institutional Accreditation Action	approved	MV		2026-06-05
c87c151d2338	2019-11-07	removed	Comprehensive Evaluation: The Board maintained the Institution maintained on the Standard Pathway with its next comprehensive evaluation for reaffirmation of accreditation in 2022-23.	Warning removed	https://ope.ed.gov/dapip/#/institution-profile/136002	DAPIP Institutional Accreditation Action	reject	MV	Procedural pathway language, not a warning-removal action.	2026-06-05
88db3f1a4db4	2021-12-02	probation	Butler: The following action regarding your institution was taken by the Board of Trustees of the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) during its meeting held on December 2, 2021: The SACSCOC Board of Trustees reviewed the institution's Third Monitoring Report, continued the institution in accreditation for Good Cause, and continued the institution on Probation for 12 months for failure to comply with Core Requirement 4 .1 (Governing board characteristics) , Core Requirement 13.1 (Financial resources), and Standard 13.3 (Financial responsibility) of the Principles of Accreditation (Principles) . A Special Committee was authorized to visit the institution.	Continued on probation for 12 months for failure to comply with Core Requirement 13.1 (Financial resources) and Standard 13.3 (Financial responsibility)	https://ope.ed.gov/dapip/#/institution-profile/143145	DAPIP Institutional Accreditation Action	approved	MV		2026-06-05
5f5a402b8864	2023-12-03	probation	David Archer President Christian Brothers University 650 East Parkway South Memphis, TN 38104 Dear President Archer: The following action regarding your institution was taken by the Board of Trustees of the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) during its meeting held on December 3, 2023: The SACSCOC Board of Trustees reviewed the institution’s Second Monitoring Report and recommended continued accreditation and placed the institution on Probation for Good Cause for twelve months for failure to comply with Core Requirement 4.1 (Governing board characteristics), and Standard 13.3 (Financial responsibility) of the Principles of Accreditation. A Special Committee has been authorized to visit the institution to determine compliance with the standards cited above.	Placed on probation for good cause for twelve months for failure to comply with Core Requirement 4.1 (Governing board characteristics) and Standard 13.3 (Financial responsibility)	https://ope.ed.gov/dapip/#/institution-profile/143181	DAPIP Institutional Accreditation Action	approved	MV		2026-06-05
e26713943e45	2025-06-12	probation	Fincher: The following action regarding your institution was taken by the Board of Trustees of the Southern Association of Colleges and Schools Commission on Colleges during its meeting held on June 12, 2025: The SACSCOC Board of Trustees reviewed the institution’s Second Monitoring Report, continued accreditation, and placed the institution on Probation for Good Cause for twelve (12) months for failure to comply with Standard 13.3 (Financial responsibility) of the Principles of Accreditation. A Special Committee was authorized to visit the institution.	Placed on probation for good cause for twelve (12) months for failure to comply with Standard 13.3 (Financial responsibility)	https://ope.ed.gov/dapip/#/institution-profile/147545	DAPIP Institutional Accreditation Action	approved	MV		2026-06-05
43e3e30eeb8a	2023-12-03	probation	Lucas: The following action regarding your institution was taken by the Board of Trustees of the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) during its meeting held on December 3, 2023: The SACSCOC Board of Trustees reviewed the institution’s Second Monitoring Report and recommended continued accreditation and placed the institution on Probation for Good Cause for twelve months for failure to comply with Core Requirement 4.1 (Governing board characteristics), Core Requirement 13.2 (Financial documents), Standard 13.3 (Financial responsibility), Standard 13.4 (Control of finances) and Standard 13.6 (Federal and state responsibilities) of the Principles of Accreditation (Principles). A Special Committee was authorized to visit the institution.	Placed on probation for good cause for twelve months for failure to comply with standards concerning governance, financial documents, financial responsibility, control of finances, and federal/state responsibilities	https://ope.ed.gov/dapip/#/institution-profile/148308	DAPIP Institutional Accreditation Action	approved	MV		2026-06-05
39c019e9941d	2024-03-01	adverse_action	Approved the Teach-Out Agreement wherein Antioch University will be a teach-out receiving institution for Union Institute and University’s Doctor of Education in Educational and Professional Practice program. (Approved March 13, 2024)	Approved the Teach-Out Agreement wherein Antioch University will be a teach-out receiving institution for Union Institute and University’s Doctor of Education in Educational and Professional Practice program.	https://www.hlcommission.org/for-students/accreditation-actions/march-2024/	March 2024 Actions | The Higher Learning Commission	reject	MV	Wrong institution; Union Institute teach-out mapped to Northland College.	2026-06-05
fa28d9ca70b1	2019-06-27	removed	o To assure that UW-Oshkosh employees could report concerns and questionable practices, the System office continued to promote its anonymous hotline for Fraud, Waste and Abuse.	Warning removed	https://ope.ed.gov/dapip/#/institution-profile/150525	DAPIP Institutional Accreditation Action	reject	MV	Fraud hotline procedural text, not a warning-removal action.	2026-06-05
788d42570f36	2019-02-22	removed	Removal of Monitoring Status	Monitoring status removed	https://ope.ed.gov/dapip/#/institution-profile/190132	DAPIP Institutional Accreditation Action	approved	MV		2026-06-05
40e14dea8446	2026-02-01	other	Approved the institution?s Teach-Out Agreement with Governors State University in University Park, IL, as an addition to the Provisional Plan approved by HLC?s Institutional Actions Council in January 2026. (Approved February 5, 2026)	Approved the institution's teach-out agreement with Governors State University in University Park, IL	https://www.hlcommission.org/for-students/accreditation-actions/february-2026-actions/	February 2026 Actions | The Higher Learning Commission	approved	MV		2026-06-05
edd1dee9ba6b	2026-01-01	other	Approved the institution?s Teach-Out Agreement with Kuyper College in Grand Rapids, MI, as an addition to the Provisional Plan approved by HLC?s Institutional Actions Council in January 2026. (Approved January 20, 2026)	Approved the institution's teach-out agreement with Kuyper College in Grand Rapids, MI	https://www.hlcommission.org/for-students/accreditation-actions/january-2026-actions/	January 2026 Actions | The Higher Learning Commission	approved	MV		2026-06-05
a226cee506fb	2026-04-23	adverse_action	Accepted Teach-Out Plans	Accepted Teach-Out Plans	https://www.neche.org/recent-commission-actions/	Recent Commission Actions - New England Commission Higher Education	approved	MV		2026-06-05
8fa471a9e981	2026-01-01	other	Approved the institution?s Teach-Out Agreement with Lawrence Technological University in Southfield, MI, as an addition to the Provisional Plan approved by HLC?s Institutional Actions Council in September 2025. (Approved January 26, 2026)	Approved the institution's teach-out agreement with Lawrence Technological University in Southfield, MI	https://www.hlcommission.org/for-students/accreditation-actions/january-2026-actions/	January 2026 Actions | The Higher Learning Commission	approved	MV		2026-06-05
cd7c7525f9a6	2024-06-27	removed	Accreditation Reinstated: Termination Overturned on Appeal	Accreditation Reinstated: Termination Overturned on Appeal	https://ope.ed.gov/dapip/#/institution-profile/134130	DAPIP Institutional Accreditation Action	approved	MV		2026-06-05
1a7c2fb9b8cc	2024-11-21	adverse_action	Pullo: On behalf of the Middle States Commission on Higher Education, I am writing to inform you that on November 21, 2024, the Commission acted as follows: To acknowledge receipt of the show cause report, submitted on August 1, 2024.	Approved Teach-Out Plan and Agreements	https://ope.ed.gov/dapip/#/institution-profile/139922	DAPIP Institutional Accreditation Action	reject	MV	Bad summary/action mapping; do not import.	2026-06-05
57551405dcbd	2026-04-23	adverse_action	Accepted Teach-Out Plans	Accepted Teach-Out Plans	https://www.neche.org/recent-commission-actions/	Recent Commission Actions - New England Commission Higher Education	approved	MV		2026-06-05
c1db38de356e	2020-06-17	other	To acknowledge receipt of the teach-out plan. To approve the teach-out plan. To note that the institution will conduct and complete its own teach-out by August 30, 2020 and that teach-out agreements are not required.	To approve the teach-out plan.	https://www.msche.org/institution/0447/	MSCHE Statement of Accreditation Status - Empire State University	approved	MV		2026-06-05
7f0bd7a75509	2020-02-27	other	To acknowledge receipt of the teach-out plan. To approve the teach-out plan. To note that the institution will conduct and complete its own teach-out by April 24, 2020, and that teach-out agreements are not required.	To approve the teach-out plan.	https://www.msche.org/institution/0447/	MSCHE Statement of Accreditation Status - Empire State University	approved	MV		2026-06-05
7a1bc89d520b	2025-06-26	other	To acknowledge receipt of the teach-out plan. To approve the teach-out plan for the closure of the RN to BSN Nursing program. To note that the institution conducted and completed its own teach-out by December 12, 2024, and that teach-out agreements were not required. To note that students may obtain academic records at Harrisburg University of Science and Technology, 326 Market Street, Harrisburg, PA 17101.	Approved Teach-Out Plan (closure of the RN to BSN Nursing program)	https://www.msche.org/institution/9171/	MSCHE Statement of Accreditation Status - Harrisburg University of Science and Technology	approved	MV		2026-06-05
39251ea69ef4	2025-01-09	other	To acknowledge receipt of the updated teach-out plan requested by the Commission action of November 21, 2024. To approve the teach-out agreements with: (1) Ceder Crest College, Allentown, PA; (2) East Stroudsburg University of Pennsylvania, East Stroudsburg, PA; (3) Frostburg State University, Frostburg, MD; (4) Lackawanna College, Scranton, PA; (5) Marywood University, Scranton, PA; (6) Misericordia University, Dallas, PA; (7) Moravian University; Bethlehem, PA; and (8) Wilkes University, Wilkes-Barre, PA. To postpone a decision on the following teach-out agreement because it did not include the required signatures: Chestnut Hill College, Philadelphia, PA. To remind the institution of its obligation to submit signed teach-out agreements as soon as they become available and to facilitate the transfer of students in a timely manner. To note that Misericordia University has been designated as the final repository of all Keystone College student records. To note that transfer of student records will not occur until appropriate based on the final disposition of the appeal. To note the Commission's action of December 20, 2024, and to note the institution retains its Accredited status until the completion of any appeal.	Approved Teach-Out Agreements with 8 institutions	https://www.msche.org/institution/0513/	MSCHE Statement of Accreditation Status - Keystone College	approved	MV		2026-06-05
768427e51ce4	2020-01-03	other	To acknowledge receipt of the teach-out plan. To approve the teach-out plan. To note that the institution will conduct and complete its own teach-out by May 31, 2021. To note that teach-out agreements are not required. To note that students may obtain academic records at Mercyhurst University, 501 E. 38th Street, Erie, Pennsylvania 16546 .	To approve the teach-out plan.	https://www.msche.org/institution/0532/	MSCHE Statement of Accreditation Status - Mercyhurst University	approved	MV		2026-06-05
3d76a6b7d148	2019-04-30	other	To acknowledge receipt of the teach-out plan. To approve the teach-out plan. To note that the institution will conduct and complete its own teach-out by May 31, 2019 and that teach-out agreements are not required. The next evaluation visit is scheduled for 2022-2023.	To approve the teach-out plan.	https://www.msche.org/institution/0495/	MSCHE Statement of Accreditation Status - Eastern University	approved	MV		2026-06-05
89b221180e1a	2019-04-30	other	To acknowledge receipt of the teach-out plan. To approve the teach-out plan. To note that the institution will conduct and complete its own teach-out and that teach-out agreements are not required. The next evaluation visit is scheduled for 2020-2021.	To approve the teach-out plan.	https://www.msche.org/institution/0509/	MSCHE Statement of Accreditation Status - Holy Family University	approved	MV		2026-06-05
4838719fd525	2025-02-28	other	To acknowledge receipt of the teach-out plan. To approve the teach-out plan for the closure of the Orthopaedic surgery residents program. To note that students may obtain academic records at 2400 Sixth Street, N. W., Washington, DC 20059. The next evaluation date is scheduled for 2027-2028.	Approved Teach-Out Plan (closure of the Orthopaedic surgery residents program)	https://www.msche.org/institution/0127/	MSCHE Statement of Accreditation Status - Howard University	approved	MV		2026-06-05
9abb051e2250	2025-04-24	other	To acknowledge receipt of the complex substantive change request. To include the change in legal status, form of control, and ownership within the institution's scope of accreditation, effective June 30, 2025. To note the complex substantive change request includes the merger of Lackawanna College with Peirce College, effective, June 30, 2025, the anticipated date of the transaction. To require notification of the date of the closing of the transaction within five calendar days of the transaction, or immediate notification if there is any delay of the date of the closing of the transaction, by email [email protected]. To note that Lackawanna College is the surviving institution. To note that the surviving institution is responsible for ensuring the submission of all required reports and information on behalf of the integrated institution. To note that Peirce College will maintain accreditation for the sole purpose of implementing the teach-out plan and agreements and effectuating the change in ownership process with the United States Department of Education per the United States Department of Education's Updated Guidance and Procedures for Changes in Ownership, dated September 15, 2022 (Electronic Announcement ID: GENERAL-22-70). To note that written documentation of review or approval from the following agency has been received: Pennsylvania Attorney General. To request a supplemental information report, due October 1, 2025: (1) the updated status of the implementation of the complex substantive change (Complex Substantive Change Policy and Procedures); (2) an update on the date Peirce College's degree granting authority will cease (Requirement of Affiliation 1); and (3) written evidence of review, including but not limited to, approval from all required licensing, regulatory, or other legal entities as necessary, including but not limited to: the United States Department of Education and the Pennsylvania Department of Education (Standard II). To remind the institution of its obligation to immediately inform the Commission about any and all developments relevant to this action. To note that the Commission reserves the right to rescind this action if any developments reveal additional information that might have affected the Commission's decision and/or the requested substantive change is not implemented within one calendar year from the date of this action. To note the action for Lackawanna College on April 24, 2025.	Merger of Lackawanna College with Peirce College (effective June 30, 2025)	https://www.msche.org/institution/0542/	MSCHE Statement of Accreditation Status - Peirce College	approved	MV		2026-06-05
dff3e313f701	2025-04-24	other	To acknowledge receipt of the teach-out plan. To approve the teach-out plan. To approve the teach-out agreement with Lackawanna College. To note that Peirce College's accreditation will cease on June 30, 2026. To note that student records, programs, and services will transfer from Peirce College to Lackawanna College. To note that Lackawanna College, Scranton, PA has been designated as the repository of all Peirce College student records. To require notification when student records have been transferred to Lackawanna College by email [email protected].	Approved Teach-Out Agreement with Lackawanna College	https://www.msche.org/institution/0542/	MSCHE Statement of Accreditation Status - Peirce College	approved	MV		2026-06-05
9a81aa38a468	2026-04-24	other	To note the supplemental information report, requested by the Commission action of June 6, 2025, is no longer required. To note the institution's involuntary withdrawal of accreditation from the Joint Review Committee on Education in Radiologic Technology (JRCERT) dated December 1, 2025. The next evaluation visit is scheduled for 2026-2027.	To note the supplemental information report, requested by the Commission action of June 6, 2025, is no longer required.	https://www.msche.org/institution/0505/	MSCHE Statement of Accreditation Status - Gwynedd Mercy University	approved	MV		2026-06-05
7527128c66a3	2026-02-26	other	To acknowledge receipt of the complex substantive change request. To include the change in legal status, form of control, and ownership within the institution's scope of accreditation, effective June 1, 2026. To note the complex substantive change request includes the merger of Albany College of Pharmacy and Health Sciences with Russell Sage College, effective June 1, 2026, the anticipated date of the transaction. To require notification of the date of the closing of the transaction within five calendar days of the transaction, or immediate notification if there is any delay of the date of the closing of the transaction, by email to [email protected]. To note that Russell Sage College is the surviving institution. To note that the surviving institution is responsible for ensuring the submission of all required reports and information on behalf of the integrated institution. To note that Albany College of Pharmacy and Health Sciences will maintain accreditation for the sole purpose of implementing the teach-out plan and agreements and effectuating the change in ownership process with the United States Department of Education per the United States Department of Education's Updated Guidance and Procedures for Changes in Ownership, dated September 15, 2022 (Electronic Announcement ID: GENERAL-22-70).To note that Albany College of Pharmacy and Health Sciences' accreditation cease date will be determined after the United States Department of Education has approved the merger application. To request a supplemental information report, due July 31, 2026, providing (1) updated status of the implementation of the complex substantive change (Substantive Change Policy and Complex Substantive Change Procedures); (2) an update on the date Albany College of Pharmacy and Health Sciences degree granting authority will cease (Requirement of Affiliation 1); and (3) written evidence of review, including but not limited to, approval of the transaction from all required licensing, regulatory, or other legal entities as necessary, including but not limited to the United States Department of Education and the New York State Education Department (Standard II). To remind the institution of its obligation to immediately inform the Commission about any and all developments relevant to this action. To note that the Commission reserves the right to rescind this action if any developments reveal additional information that might have affected the Commission's decision and/or the requested substantive change is not implemented within one calendar year from the date of this action. To note the action for Russell Sage College on February 26, 2026. The next evaluation visit is scheduled for 2027-2028.	Merger of Albany College of Pharmacy and Health Sciences with Russell Sage College (effective June 1, 2026)	https://www.msche.org/institution/0704/	MSCHE Statement of Accreditation Status - Albany College of Pharmacy and Health Sciences	approved	MV		2026-06-05
579e38aff689	2026-02-26	other	To acknowledge receipt of the teach-out plan and teach-out agreement. To approve the teach-out plan. To approve the teach-out agreement with Russell Sage College, Troy, NY. To note that Albany College of Pharmacy and Health Sciences' accreditation cease date will be determined after the United States Department of Education has approved the merger application. To note that Russell Sage College has been designated as the repository of all Albany College of Pharmacy and Health Sciences' student records. To require notification when student records have been transferred to Russell Sage College by email to [email protected]. To note the action for Russell Sage College on February 26, 2026.	Approved Teach-Out Agreement with Russell Sage College	https://www.msche.org/institution/0704/	MSCHE Statement of Accreditation Status - Albany College of Pharmacy and Health Sciences	approved	MV		2026-06-05
cd5fae8a9197	2026-02-01	monitoring	Accepted the staff recommendation to require the institution to provide an interim report.	Required to provide an interim report	https://www.hlcommission.org/for-students/accreditation-actions/february-2026-actions/	February 2026 Actions | The Higher Learning Commission	approved	MV		2026-06-05
a195d36e9c60	2026-03-01	other	Denied staff action recommendation to require monitoring.	Denied staff action recommendation to require monitoring.	https://www.hlcommission.org/for-students/accreditation-actions/march-2026-actions/	March 2026 Actions | The Higher Learning Commission	approved	MV		2026-06-05
9aff29f4b2f8	2023-10-01	other	Approved the institution’s request to offer the following certificate program: Graduate Certificate in Intraoperative Neuromonitoring, 35 credit hours, Post-Baccalaureate Certificate, CIP 51.0922	Approved the institution’s request to offer the following certificate program: Graduate Certificate in Intraoperative Neuromonitoring, 35 credit hours, Post-Baccalaureate Certificate, CIP 51.0922	https://www.hlcommission.org/for-students/accreditation-actions/october-2023/	October 2023 Actions | The Higher Learning Commission	approved	MV		2026-06-05
08c720c0222f	2024-04-01	other	Denied staff action recommendation to require monitoring.	Denied staff action recommendation to require monitoring.	https://www.hlcommission.org/for-students/accreditation-actions/april-2024/	April 2024 Actions | The Higher Learning Commission	approved	MV		2026-06-05
0759d6dbd6ff	2021-04-05	removed	At its meeting on March 5, 2021, the New England Commission of Higher Education (NECHE) voted to remove Hellenic College, Inc. from probation for failure to meet the standards on Institutional Resources and Planning and Evaluation, and to remove the Notations with respect to…	Probation removed	https://www.neche.org/commission-statements/joint-statement-by-hellenic-college-holy-cross-and-the-commission-april-5-2021/	Joint Statement by Hellenic College Holy Cross and the Commission April 5, 2021	approved	MV		2026-06-05
bbf06a824ad6	2025-05-01	notice	Following an Interim Report Review – Remove a Warning, Issue a Notice of Concern	Removed a warning and issued a notice of concern following an interim report review	https://www.wscuc.org/post/may-2025-commission-actions/	May 2025 Commission Actions - WSCUC	approved	MV		2026-06-05
6b8b65f69169	2026-05-01	other	Approved the institution’s Teach-Out Agreement with University of Detroit Mercy in Detroit, MI, as an addition to the Provisional Plan approved by HLC’s Institutional Actions Council in September 2025. (Approved May 20, 2026)	Approved the institution's teach-out agreement with University of Detroit Mercy in Detroit, MI	https://www.hlcommission.org/for-students/accreditation-actions/may-2026-actions/	May 2026 Actions | The Higher Learning Commission	approved	MV		2026-06-05
