unitid,institution_name_raw,institution_state_raw,accreditor,action_type,action_label_raw,action_status,action_date,action_year,action_scope,source_url,source_title,notes,last_seen_at,source_page_url,source_page_modified,dapip_id,opeid,agency_id,program_id,sequential_id,action_id,action_code,justification_code,file_id,label_source,review_required,mapped_action_family,keep_reason,file_cache_path,file_text_path,parsed_reason_text,parsed_reason_source,parsed_reason_snippet,source_selection_specificity_score,source_selection_substantive_text_length
156471,Galen College of Nursing-Louisville,Kentucky,"Southern Association of Colleges and Schools, Commission on Colleges",warning,"Vogt: The following action regarding your institution was taken by the Board of Trustees of the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) during its meeting held on June 12, 2025: The SACSCOC Board of Trustees reviewed the institution’s Referral Report following submission of it’s Fifth-Year Interim Report in April 2024, and recommended that the institution be placed on Warning for six months for failure to comply with Core Requirement 8.1 (Student achievement); Standard 8.2.a (Student outcomes: educational programs); and Standard 10.3 (Archived information). A Special Committee was not authorized to visit the institution.",active,2025-06-12,2025,,,DAPIP Institutional Accreditation Action,Probation or Equivalent or a More Severe Status: Warning,2026-07-08 13:14:11.568292,https://ope.ed.gov/dapip/#/institution-profile/117496,,117496,,7,1,1,11,PW,6,22464,dapip_file_text,FALSE,warning,public_action_code,/home/runner/work/financial-health-tracker/financial-health-tracker/data_pipelines/accreditation/cache/dapip/pdfs/117496_action-11_file-22464.pdf,/home/runner/work/financial-health-tracker/financial-health-tracker/data_pipelines/accreditation/cache/dapip/text/117496_action-11_file-22464.txt,"Vogt: The following action regarding your institution was taken by the Board of Trustees of the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) during its meeting held on June 12, 2025: The SACSCOC Board of Trustees reviewed the institution’s Referral Report following submission of it’s Fifth-Year Interim Report in April 2024, and recommended that the institution be placed on Warning for six months for failure to comply with Core Requirement 8.1 (Student achievement); Standard 8.2.a (Student outcomes: educational programs); and Standard 10.3 (Archived information). A Special Committee was not authorized to visit the institution.",pdf_body,"Recommended warning for six months for failure to comply with Core Requirement 8.1 (Student achievement), Standard 8.2.a (Student outcomes: educational programs), and Standard 10.3 (Archived information)",0,666
156471,Galen College of Nursing-Louisville,Kentucky,"Southern Association of Colleges and Schools, Commission on Colleges",notice,"Vogt: The following action regarding your institution was taken by the Board of Trustees of the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) during its meeting held on June 12, 2025: The SACSCOC Board of Trustees reviewed the institution’s Referral Report following submission of it’s Fifth-Year Interim Report in April 2024, and recommended that the institution be placed on Warning for six months for failure to comply with Core Requirement 8.1 (Student achievement); Standard 8.2.a (Student outcomes: educational programs); and Standard 10.3 (Archived information). A Special Committee was not authorized to visit the institution.",active,2025-06-12,2025,,,DAPIP Institutional Accreditation Action,Heightened Monitoring or Focused Review,2026-07-08 13:14:11.633958,https://ope.ed.gov/dapip/#/institution-profile/117496,,117496,,7,1,1,29,HM,12,24785,dapip_file_text,FALSE,monitoring_or_notice,public_action_code,/home/runner/work/financial-health-tracker/financial-health-tracker/data_pipelines/accreditation/cache/dapip/pdfs/117496_action-29_file-24785.pdf,/home/runner/work/financial-health-tracker/financial-health-tracker/data_pipelines/accreditation/cache/dapip/text/117496_action-29_file-24785.txt,"Vogt: The following action regarding your institution was taken by the Board of Trustees of the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) during its meeting held on June 12, 2025: The SACSCOC Board of Trustees reviewed the institution’s Referral Report following submission of it’s Fifth-Year Interim Report in April 2024, and recommended that the institution be placed on Warning for six months for failure to comply with Core Requirement 8.1 (Student achievement); Standard 8.2.a (Student outcomes: educational programs); and Standard 10.3 (Archived information). A Special Committee was not authorized to visit the institution.",pdf_body,"Recommended warning for six months for failure to comply with Core Requirement 8.1 (Student achievement), Standard 8.2.a (Student outcomes: educational programs), and Standard 10.3 (Archived information)",0,666
156471,Galen College of Nursing-Louisville,Kentucky,"Southern Association of Colleges and Schools, Commission on Colleges",notice,"Vogt: The following action regarding your institution was taken by the Board of Trustees of the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) during its meeting held on June 12, 2025: The SACSCOC Board of Trustees reviewed the institution’s Referral Report following submission of it’s Fifth-Year Interim Report in April 2024, and recommended that the institution be placed on Warning for six months for failure to comply with Core Requirement 8.1 (Student achievement); Standard 8.2.a (Student outcomes: educational programs); and Standard 10.3 (Archived information). A Special Committee was not authorized to visit the institution.",active,2025-06-12,2025,,,DAPIP Institutional Accreditation Action,Warning or Equivalent-Factors Affecting Academic Quality,2026-07-08 13:14:11.702253,https://ope.ed.gov/dapip/#/institution-profile/117496,,117496,,7,1,1,75,WE,11,24838,dapip_file_text,FALSE,monitoring_or_notice,public_action_code,/home/runner/work/financial-health-tracker/financial-health-tracker/data_pipelines/accreditation/cache/dapip/pdfs/117496_action-75_file-24838.pdf,/home/runner/work/financial-health-tracker/financial-health-tracker/data_pipelines/accreditation/cache/dapip/text/117496_action-75_file-24838.txt,"Vogt: The following action regarding your institution was taken by the Board of Trustees of the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) during its meeting held on June 12, 2025: The SACSCOC Board of Trustees reviewed the institution’s Referral Report following submission of it’s Fifth-Year Interim Report in April 2024, and recommended that the institution be placed on Warning for six months for failure to comply with Core Requirement 8.1 (Student achievement); Standard 8.2.a (Student outcomes: educational programs); and Standard 10.3 (Archived information). A Special Committee was not authorized to visit the institution.",pdf_body,"Recommended warning for six months for failure to comply with Core Requirement 8.1 (Student achievement), Standard 8.2.a (Student outcomes: educational programs), and Standard 10.3 (Archived information)",0,666
156471,Galen College of Nursing-Louisville,Kentucky,"Southern Association of Colleges and Schools, Commission on Colleges",notice,"Vogt: The following action regarding your institution was taken by the Board of Trustees of the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) during its meeting held on June 12, 2025: The SACSCOC Board of Trustees reviewed the institution’s Referral Report following submission of it’s Fifth-Year Interim Report in April 2024, and recommended that the institution be placed on Warning for six months for failure to comply with Core Requirement 8.1 (Student achievement); Standard 8.2.a (Student outcomes: educational programs); and Standard 10.3 (Archived information). A Special Committee was not authorized to visit the institution.",active,2025-06-12,2025,,,DAPIP Institutional Accreditation Action,Heightened Monitoring or Focused Review,2026-07-08 13:14:11.767599,https://ope.ed.gov/dapip/#/institution-profile/117496,,117496,,7,1,1,76,HM,6,28536,dapip_file_text,FALSE,monitoring_or_notice,public_action_code,/home/runner/work/financial-health-tracker/financial-health-tracker/data_pipelines/accreditation/cache/dapip/pdfs/117496_action-76_file-28536.pdf,/home/runner/work/financial-health-tracker/financial-health-tracker/data_pipelines/accreditation/cache/dapip/text/117496_action-76_file-28536.txt,"Vogt: The following action regarding your institution was taken by the Board of Trustees of the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) during its meeting held on June 12, 2025: The SACSCOC Board of Trustees reviewed the institution’s Referral Report following submission of it’s Fifth-Year Interim Report in April 2024, and recommended that the institution be placed on Warning for six months for failure to comply with Core Requirement 8.1 (Student achievement); Standard 8.2.a (Student outcomes: educational programs); and Standard 10.3 (Archived information). A Special Committee was not authorized to visit the institution.",pdf_body,"Recommended warning for six months for failure to comply with Core Requirement 8.1 (Student achievement), Standard 8.2.a (Student outcomes: educational programs), and Standard 10.3 (Archived information)",0,666
156471,Galen College of Nursing-Louisville,Kentucky,"Southern Association of Colleges and Schools, Commission on Colleges",notice,Heightened Monitoring or Focused Review,active,2024-06-13,2024,,,DAPIP Institutional Accreditation Action,Heightened Monitoring or Focused Review,2026-07-08 13:14:12.599967,https://ope.ed.gov/dapip/#/institution-profile/117496,,117496,,7,1,1,38,HM,10,24794,dapip_action_description,FALSE,monitoring_or_notice,public_action_code,/home/runner/work/financial-health-tracker/financial-health-tracker/data_pipelines/accreditation/cache/dapip/pdfs/117496_action-38_file-24794.pdf,/home/runner/work/financial-health-tracker/financial-health-tracker/data_pipelines/accreditation/cache/dapip/text/117496_action-38_file-24794.txt,Heightened Monitoring or Focused Review,raw_title,Heightened monitoring or focused review,0,39
156471,Galen College of Nursing-Louisville,Kentucky,"Southern Association of Colleges and Schools, Commission on Colleges",notice,Heightened Monitoring or Focused Review,active,2024-06-13,2024,,,DAPIP Institutional Accreditation Action,Heightened Monitoring or Focused Review,2026-07-08 13:14:12.706194,https://ope.ed.gov/dapip/#/institution-profile/117496,,117496,,7,1,1,77,HM,10,28566,dapip_action_description,FALSE,monitoring_or_notice,public_action_code,/home/runner/work/financial-health-tracker/financial-health-tracker/data_pipelines/accreditation/cache/dapip/pdfs/117496_action-77_file-28566.pdf,/home/runner/work/financial-health-tracker/financial-health-tracker/data_pipelines/accreditation/cache/dapip/text/117496_action-77_file-28566.txt,Heightened Monitoring or Focused Review,raw_title,Heightened monitoring or focused review,0,39
156471,Galen College of Nursing-Louisville,Kentucky,"Southern Association of Colleges and Schools, Commission on Colleges",notice,"Based only on those reviewed standards, the institution should submit a Referral Report due April 1, 2025, addressing the standards of the Principles identified below.",active,2024-04-24,2024,,,DAPIP Institutional Accreditation Action,Heightened Monitoring or Focused Review,2026-07-08 13:14:12.759214,https://ope.ed.gov/dapip/#/institution-profile/117496,,117496,,7,1,1,78,HM,6,28567,dapip_file_text,FALSE,monitoring_or_notice,public_action_code,/home/runner/work/financial-health-tracker/financial-health-tracker/data_pipelines/accreditation/cache/dapip/pdfs/117496_action-78_file-28567.pdf,/home/runner/work/financial-health-tracker/financial-health-tracker/data_pipelines/accreditation/cache/dapip/text/117496_action-78_file-28567.txt,"Based only on those reviewed standards, the institution should submit a Referral Report due April 1, 2025, addressing the standards of the Principles identified below.",pdf_body,Requested to submit a Referral Report documenting compliance with accreditation standards,0,167
156471,Galen College of Nursing-Louisville,Kentucky,"Southern Association of Colleges and Schools, Commission on Colleges",notice,"Based only on those reviewed standards, the institution should submit a Referral Report due April 1, 2025, addressing the standards of the Principles identified below.",active,2024-04-24,2024,,,DAPIP Institutional Accreditation Action,Heightened Monitoring or Focused Review,2026-07-08 13:14:12.811881,https://ope.ed.gov/dapip/#/institution-profile/117496,,117496,,7,1,1,40,HM,12,24796,dapip_file_text,FALSE,monitoring_or_notice,public_action_code,/home/runner/work/financial-health-tracker/financial-health-tracker/data_pipelines/accreditation/cache/dapip/pdfs/117496_action-40_file-24796.pdf,/home/runner/work/financial-health-tracker/financial-health-tracker/data_pipelines/accreditation/cache/dapip/text/117496_action-40_file-24796.txt,"Based only on those reviewed standards, the institution should submit a Referral Report due April 1, 2025, addressing the standards of the Principles identified below.",pdf_body,Requested to submit a Referral Report documenting compliance with accreditation standards,0,167
156471,Galen College of Nursing-Louisville,Kentucky,"Southern Association of Colleges and Schools, Commission on Colleges",other,Grant Substantive Change: Ownership,active,2019-12-08,2019,,,DAPIP Institutional Accreditation Action,Grant Substantive Change: Ownership,2026-07-08 13:14:16.286289,https://ope.ed.gov/dapip/#/institution-profile/117496,,117496,,7,1,1,4,GO,10,0,dapip_action_description,FALSE,ownership_change,public_action_code,,,Grant Substantive Change: Ownership,raw_title,Grant Substantive Change: Ownership,0,35
156541,University of the Cumberlands,Kentucky,"Southern Association of Colleges and Schools, Commission on Colleges",notice,"Based only on those reviewed standards, the institution should submit a Referral Report due September 8, 2022, addressing the standards of the Principles identified below.",active,2022-06-16,2022,,,DAPIP Institutional Accreditation Action,Heightened Monitoring or Focused Review,2026-07-08 13:14:17.097521,https://ope.ed.gov/dapip/#/institution-profile/117502,,117502,,7,1,1,8,HM,6,27515,dapip_file_text,FALSE,monitoring_or_notice,public_action_code,/home/runner/work/financial-health-tracker/financial-health-tracker/data_pipelines/accreditation/cache/dapip/pdfs/117502_action-8_file-27515.pdf,/home/runner/work/financial-health-tracker/financial-health-tracker/data_pipelines/accreditation/cache/dapip/text/117502_action-8_file-27515.txt,"Based only on those reviewed standards, the institution should submit a Referral Report due September 8, 2022, addressing the standards of the Principles identified below.",pdf_body,Requested to submit a Referral Report documenting compliance with accreditation standards,0,171
156620,Eastern Kentucky University,Kentucky,"Southern Association of Colleges and Schools, Commission on Colleges",removed,We appreciate your continued support of SACSCOC's work and activities.,resolved,2023-06-14,2023,,,DAPIP Institutional Accreditation Action,Removal of Monitoring Status,2026-07-08 13:14:17.692009,https://ope.ed.gov/dapip/#/institution-profile/117520,,117520,,7,1,1,4,RM,10,24516,dapip_file_text,FALSE,removed,public_action_code,/home/runner/work/financial-health-tracker/financial-health-tracker/data_pipelines/accreditation/cache/dapip/pdfs/117520_action-4_file-24516.pdf,/home/runner/work/financial-health-tracker/financial-health-tracker/data_pipelines/accreditation/cache/dapip/text/117520_action-4_file-24516.txt,We appreciate your continued support of SACSCOC's work and activities.,pdf_body,We appreciate your continued support of SACSCOC's work and activities.,0,70
156745,Georgetown College,Kentucky,"Southern Association of Colleges and Schools, Commission on Colleges",show_cause,Probation is the most serious public sanction imposed by the SACSCOC Board of Trustees short of loss of accreditation.,active,2024-12-08,2024,,,DAPIP Institutional Accreditation Action,Probation or Equivalent or a More Severe Status: Show Cause,2026-07-08 13:14:18.383003,https://ope.ed.gov/dapip/#/institution-profile/117575,,117575,,7,1,1,13,SC,6,22475,dapip_file_text,FALSE,show_cause,public_action_code,/home/runner/work/financial-health-tracker/financial-health-tracker/data_pipelines/accreditation/cache/dapip/pdfs/117575_action-13_file-22475.pdf,/home/runner/work/financial-health-tracker/financial-health-tracker/data_pipelines/accreditation/cache/dapip/text/117575_action-13_file-22475.txt,"SAC SOUTHERN ASSOCIATION OF COLLEGES AND SCHOOLS COMMISSION ON COLLEGES January 14, 2025 Dr. Rosemary A. Allen President Georgetown College 400 East College Street Georgetown, KY 40324 Dear Dr. Allen: The following actions regarding your institution were taken by the Board of Trustees of the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) during its meeting held on December 8, 2024: The SACSCOC Board of Trustees denied approval of a Master of Education in Clinical Mental Health Counseling and a Master of Education in Professional School Counseling (intended implementation: August 2025) because the institution did not provide an acceptable plan and supporting documentation to ensure that it has the capability to comply with the following standards of the Principles of accreditation as they relate to the substantive change: Core Requirement 13.1 (financial resources) and Standard 13.3 (financial responsibility). The SACSCOC Board of Trustees denied approval of the Master of Arts in Clinical Mental Health Counseling (intended implementation: August 2025) because the institution did not provide an acceptable plan and supporting documentation to ensure that it has the capability to comply with the following standards of the Principles of accreditation as they relate to the substantive change: Core Requirement 13.1 (financial resources) and Standard 13.3 (financial responsibility). The SACSCOC Board of Trustees denied approval of the Master of Education in Professional School Counseling degree (intended implementation: August 2025) because the institution did not provide an acceptable plan and supporting documentation to ensure that it has the capability to comply with the following standards of the Principles of accreditation as they relate to the substantive change: Core Requirement 13.1 (financial resources) and Standard 13.3 (financial responsibility). Trustees denied approval of the Master of Arts in Clinical SACSCOC Dr. Rosemary A. Allen January 14, 2025 Page Two The SACSCOC Board of Trustees denied approval of the Master of Arts in Clinical Addiction Counseling (intended implementation: August 2025) because the institution did not provide an acceptable plan and supporting documentation to ensure that it has the capability to comply with the following standards of the Principles of accreditation as they relate to the substantive change: Core Requirement 13.1 (financial resources) and Standard 13.3 (financial responsibility). The following brief comment is provided to assist the institution should it decide to resubmit these substantive changes. The comment should not be construed as directives to the institution. There was a lack of documentation of sufficient revenue streams and a resource base to support start-up costs and sustainability of the programs. We appreciate your continued support of SACSCOC’s activities and work. If you have questions, please contact your assigned SACSCOC Vice President. Sincerely, BIle S. Wheelan, Ph.D. President BSW:ecr cc: Dr. Jay D. Marr, Vice President, SACSCOC Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) http://www.sacscoc.org Disclosure Statement Regarding the Status of GEORGETOWN COLLEGE Georgetown, Kentucky Issued December 19, 2024, by SACSCOC The following publicly available information is provided by the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) concerning the accreditation of Georgetown College. The information presented below is in accord with SACSCOC’s disclosure policy; SACSCOC staff cannot comment further on questions specifically related to Georgetown College. The institution has reviewed this statement prior to public posting and was invited to submit official comments regarding SACSCOC Board of Trustees action. Action by SACSCOC Board of Trustees took place on December 8, 2024, and the institution’s next review is December 2025. What is the accreditation status of Georgetown College? Georgetown College is accredited by the Southern Association of Colleges and Schools Commission on Colleges. Following the December 2024 action of the Board, the institution was denied reaffirmation, continued in accreditation, and placed on Probation for Good Cause for twelve (12) months following SACSCOC Board action taken in December 2022 on its comprehensive decennial review. SACSCOC accreditation includes all components of the institution—all programs, branch campuses, off-campus sites, and distance education programs as reported to SACSCOC; thus, the status of Probation for Good Cause applies to the entire institution. What does it mean to be denied reaffirmation, continued in accreditation, and placed on Probation for Good Cause? Georgetown College had been on monitoring for two (2) years and the maximum consecutive time for a monitoring period is two (2) years. Georgetown College was at the end of its two-year monitoring period in December 2024, however, instead of removing the institution’s accreditation, the SACSCOC Board of Trustees can extend accreditation for Good Cause if (1) the institution has demonstrated significant recent accomplishments in addressing non-compliance, and (2) the institution has provided evidence which makes it reasonable for the Board to assume it will remedy all deficiencies within a 12–month period, and (3) the institution has provided assurance to the Board that it is not aware of any other reasons, other than those identified by the Board, why the institution cannot be continued for Good Cause. Probation is the most serious public sanction imposed by the SACSCOC Board of Trustees short of loss of accreditation. In December 2025, Georgetown College will have been on Probation for Good Cause for one (1) year. For additional information about sanctions, see the SACSCOC policy entitled Sanctions, Denial of Reaffirmation and Removal from Membership. Why was Georgetown College denied reaffirmation, continued in accreditation, and placed on Probation for Good Cause? Georgetown College was denied reaffirmation, continued in accreditation, and placed on Probation for Good Cause because the SACSCOC Board of Trustees determined that the institution failed to demonstrate compliance with the Principles of accreditation, namely, Core Requirement 4.1 (Governing board characteristics), Core Requirement 13.1 (financial resources), and Standard 13.3 (financial responsibility). A Special Committee was authorized to visit the institution. These standards expect an institution to: 1) have a governing board of at least five members that (b) exercises fiduciary oversight of the institution; 2) Have sound financial resources and a demonstrated, stable financial base to support the mission of the institution and the scope of its programs and services; and 3) Manage its financial resources in a responsible manner. To read the full statements for the standards cited above, access the Principles of accreditation: Foundation for Quality Enhancement.) What will happen in December 2025? The SACSCOC Board of Trustees will consider the accreditation status of Georgetown College following a review of a Third Monitoring Report submitted by the institution addressing the standards cited above for non- compliance. The Board will have the following options: (1) reaffirm accreditation and remove the institution from Probation for Good Cause without an additional report; (2) reaffirm accreditation, remove the institution from Probation for Good Cause, and request a Fifth-Year Follow-Up Report; (3) deny reaffirmation, continue accreditation, and continue the institution on Probation for Good Cause with request for a Fourth Monitoring Report, with authorization of a Special Committee; or (4) remove the institution from membership for failure to comply with the Principles of accreditation. SACSCOC staff will not speculate on what decision might be made by the Board of Trustees in December 2025. For additional information regarding SACSCOC’s accreditation process, access the Principles of accreditation: Foundation for Quality Enhancement. Institutional Comment: Statement from Georgetown College",pdf_body,"Denied approval of 2 programs because the institution did not provide an acceptable plan and supporting documentation to show compliance with Core Requirement 13.1 (Financial resources), Standard 13.3 (Financial responsibility), and Core Requirement 4.1 (Governing board characteristics).",0,8170
156745,Georgetown College,Kentucky,"Southern Association of Colleges and Schools, Commission on Colleges",warning,"Allen: The following action regarding your institution was taken by the Board of Trustees of the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) during its meeting held on December 3, 2023: The SACSCOC Board of Trustees (Board) reviewed the institution’s First Monitoring Report and recommended denial of reaffirmation, continued accreditation, and that the institution be continued on Warning for twelve months for failure to comply with Core Requirement 13.1 (Financial resources) and Standard 13.3 (Financial responsibility) of the Principles of Accreditation. A Special Committee was not authorized to visit the institution.",active,2023-12-03,2023,,,DAPIP Institutional Accreditation Action,Probation or Equivalent or a More Severe Status: Warning,2026-07-08 13:14:18.491705,https://ope.ed.gov/dapip/#/institution-profile/117575,,117575,,7,1,1,14,PW,6,22590,dapip_file_text,FALSE,warning,public_action_code,/home/runner/work/financial-health-tracker/financial-health-tracker/data_pipelines/accreditation/cache/dapip/pdfs/117575_action-14_file-22590.pdf,/home/runner/work/financial-health-tracker/financial-health-tracker/data_pipelines/accreditation/cache/dapip/text/117575_action-14_file-22590.txt,"Allen: The following action regarding your institution was taken by the Board of Trustees of the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) during its meeting held on December 3, 2023: The SACSCOC Board of Trustees (Board) reviewed the institution’s First Monitoring Report and recommended denial of reaffirmation, continued accreditation, and that the institution be continued on Warning for twelve months for failure to comply with Core Requirement 13.1 (Financial resources) and Standard 13.3 (Financial responsibility) of the Principles of Accreditation. A Special Committee was not authorized to visit the institution.",pdf_body,Continued the institution on warning for twelve months for failure to comply with Core Requirement 13.1 (Financial resources) and Standard 13.3 (Financial responsibility),0,658
156745,Georgetown College,Kentucky,"Southern Association of Colleges and Schools, Commission on Colleges",warning,"Allen: The following action regarding your institution was taken by the Board of Trustees of the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) during its meeting held on December 4; 2022: The SACSCOC Board of Trustees continued accreditation , denied reaffirmation, and placed the institution on Warning for twelve months for failure to comply with Core Requirement 13.1 (Financial resources) and Standard 13.3 (Financial responsibility). A Special Committee was not authorized to visit the institution.",active,2022-12-04,2022,,,DAPIP Institutional Accreditation Action,Probation or Equivalent or a More Severe Status: Warning,2026-07-08 13:14:18.741325,https://ope.ed.gov/dapip/#/institution-profile/117575,,117575,,7,1,1,15,PW,6,22602,dapip_file_text,FALSE,warning,public_action_code,/home/runner/work/financial-health-tracker/financial-health-tracker/data_pipelines/accreditation/cache/dapip/pdfs/117575_action-15_file-22602.pdf,/home/runner/work/financial-health-tracker/financial-health-tracker/data_pipelines/accreditation/cache/dapip/text/117575_action-15_file-22602.txt,"Allen: The following action regarding your institution was taken by the Board of Trustees of the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) during its meeting held on December 4; 2022: The SACSCOC Board of Trustees continued accreditation , denied reaffirmation, and placed the institution on Warning for twelve months for failure to comply with Core Requirement 13.1 (Financial resources) and Standard 13.3 (Financial responsibility). A Special Committee was not authorized to visit the institution.",pdf_body,Placed on warning for twelve months for failure to comply with Core Requirement 13.1 (Financial resources) and Standard 13.3 (Financial responsibility),0,535
157058,Kentucky State University,Kentucky,"Southern Association of Colleges and Schools, Commission on Colleges",notice,Probation is the most serious public sanction imposed by the SACSCOC Board of Trustees short of loss of accreditation.,active,2025-12-07,2025,,,DAPIP Institutional Accreditation Action,Heightened Monitoring or Focused Review,2026-07-08 13:14:19.180214,https://ope.ed.gov/dapip/#/institution-profile/117706,,117706,,7,1,1,24,HM,6,28983,dapip_file_text,FALSE,monitoring_or_notice,public_action_code,/home/runner/work/financial-health-tracker/financial-health-tracker/data_pipelines/accreditation/cache/dapip/pdfs/117706_action-24_file-28983.pdf,/home/runner/work/financial-health-tracker/financial-health-tracker/data_pipelines/accreditation/cache/dapip/text/117706_action-24_file-28983.txt,"January 6, 2026 Dr. Koffi C. Akakpo President Kentucky State University 400 East Main Street Frankfort, KY 40601 Dear Dr. Akakpo: The following action regarding your institution was taken by the Board of Trustees of the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) during its meeting held on December 7, 2025: The SACSCOC Board of Trustees placed the institution on Probation for Good Cause. For twelve months for failure to comply with Standard 13.6 (Federal and state responsibilities). A Special Committee was authorized to visit the institution. We appreciate your continued support of SACSCOC's activities and work. If you have questions, please contact your assigned SACSCOC Vice President and refer to case UI022240 or Action ACT-29752. Sincerely, Stephen L. Pruitt, Ph.D. President cc: Dr. Nuria M. Cuevas, Vice President, SACSCOC Ms. Tammi Dukes, Board Chair, Kentucky State University Dr. Aaron Thompson, President, Kentucky Council on Postsecondary Education Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) http://www.sacscoc.org Disclosure Statement Regarding the Status of KENTUCKY STATE UNIVERSITY Frankfort, Kentucky Issued December 22, 2025, by SACSCOC The following publicly available information is provided by the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) concerning the accreditation of Kentucky State University. The information presented below is in accordance with the SACSCOC disclosure policy; SACSCOC staff cannot comment further on questions specifically related to Kentucky State University. The institution reviewed this statement prior to public posting and has 60 days to provide an official comment to be added to this disclosure regarding the action taken by the SACSCOC Board of Trustees. On December 7, 2025, the SACSCOC Board of Trustees continued the accreditation of Kentucky State University for Good Cause and placed the institution on Probation for twelve months. The institution’s next review will occur in December 2026. What is the accreditation status of Kentucky State University? Kentucky State University remains an accredited member of the Southern Association of Colleges and Schools Commission on Colleges while on the sanction of Probation for Good Cause. Because SACSCOC is an institutional accreditor, this status applies to all components of the institution—all programs, branch campuses, off- campus sites, and distance education programs as reported to SACSCOC. What does it mean to be continued in accreditation, and placed on Probation for Good Cause? If an institution has not demonstrated compliance with all the standards of the Principles of accreditation at the conclusion of its two-year maximum monitoring period, the SACSCOC Board of Trustees must (1) remove the institution from membership or (2) continue accreditation for Good Cause. If accreditation is extended for Good Cause, the institution must also be placed on Probation for Good Cause. Kentucky State University was at the end of its two-year monitoring period in December 2025, however, instead of removing the institution’s accreditation, the SACSCOC Board of Trustees extended the institution’s accreditation because it met all three of the provisions for Good Cause, which include (1) the institution has demonstrated significant recent accomplishments in addressing non- compliance, and (2) the institution has provided evidence which makes it reasonable for the Board to assume it will remedy all deficiencies within a 12–month period, and (3) the institution has provided assurance to the Board that it is not aware of any other reasons, other than those identified by the Board, why the institution cannot be continued for Good Cause. Probation is the most serious public sanction imposed by the SACSCOC Board of Trustees short of loss of accreditation. In December 2026, Kentucky State University will have been on Probation for Good Cause for one (1) year. For additional information about sanctions, see the SACSCOC policy entitled Sanctions, Denial of Reaffirmation and Removal from Membership. Why was Kentucky State University placed on Probation for Good Cause? The SACSCOC Board of Trustees determined that the institution has not yet demonstrated compliance with the Principles of accreditation, namely, Standard 13.6 (Federal and state responsibilities) of the Principles of accreditation. This standard expects that an institution (a) is in compliance with its program responsibilities under Title IV of the most recent Higher Education Act as amended and (b) audits financial aid programs as required by federal and state regulations. A Special Committee has been authorized to visit the institution. To read the full statements for the standards cited above, access the Principles of accreditation: Foundations for Quality Enhancement. What will happen in December 2026? The SACSCOC Board of Trustees will consider the accreditation status of Kentucky State University following a review of a Third Monitoring Report submitted by the institution addressing the standard cited above. The Board will have the following options: (1) remove the institution from Probation for Good Cause without an additional report; (2) remove the institution from Probation for Good Cause and request a Follow-Up Report submitted at the same time as the Fifth-Year Interim Report; (3) continue accreditation, continue the institution on Probation for Good Cause, and request a Fourth Monitoring Report, with authorization of a Special Committee (NOTE: the institution must meet the provisions of Good Cause for this option to apply); or (4) remove the institution from membership for failure to comply with the Principles of accreditation. SACSCOC staff will not speculate on what decision might be made by the Board of Trustees in December 2026. For additional information regarding SACSCOC’s accreditation process, access the Principles of accreditation: Foundations for Quality Enhancement. Institutional Resource Page and Comment:",pdf_body,Placed on probation for good cause for twelve months for failure to comply with Standard 13.6 (Federal and state responsibilities),0,6063
157058,Kentucky State University,Kentucky,"Southern Association of Colleges and Schools, Commission on Colleges",notice,"Based only on those reviewed standards, the institution is requested to submit a Referral Report due April 1, 2026, addressing the standards of the Principles identified below.",active,2025-04-25,2025,,,DAPIP Institutional Accreditation Action,Heightened Monitoring or Focused Review | Review Fifth-Year Interim With 12 mo Referral,2026-07-08 13:14:19.603969,https://ope.ed.gov/dapip/#/institution-profile/117706,,117706,,7,1,1,17,HM,99,23243,dapip_file_text,FALSE,monitoring_or_notice,public_action_code,/home/runner/work/financial-health-tracker/financial-health-tracker/data_pipelines/accreditation/cache/dapip/pdfs/117706_action-17_file-23243.pdf,/home/runner/work/financial-health-tracker/financial-health-tracker/data_pipelines/accreditation/cache/dapip/text/117706_action-17_file-23243.txt,"Based only on those reviewed standards, the institution is requested to submit a Referral Report due April 1, 2026, addressing the standards of the Principles identified below.",pdf_body,Requested to submit a Referral Report documenting compliance with accreditation standards,0,176
