unitid,institution_name_raw,institution_name_normalized,institution_state_raw,institution_state_normalized,tracker_name,tracker_state,match_method,accreditor,action_type,action_label_raw,action_status,action_date,action_year,action_scope,accreditation_warning,accreditation_warning_or_notice,source_url,source_title,notes,source_page_url,source_page_modified,last_seen_at,institution_name,year,control_label,sector,level,urbanization,category,state,city,enrollment_pct_change_5yr,revenue_pct_change_5yr,revenue_decreased_5yr,enrollment_decreased_5yr,revenue_10pct_drop_last_3_of_5,enrollment_decline_last_3_of_5,ended_2024_at_loss,losses_last_3_of_5,loss_years_last_10,net_tuition_per_fte_change_5yr,tuition_dependence_pct,state_funding_pct_core_revenue,federal_grants_contracts_pell_adjusted_pct_core_revenue,pct_international_all,staff_total_headcount_pct_change_5yr,discount_pct_change_5yr,endowment_pct_change_5yr,liquidity,leverage
194958,Roberts Wesleyan University,roberts wesleyan university,New York,New York,Roberts Wesleyan University,New York,normalized_name_plus_state,MSCHE,other,"To note that the Commission liaison guidance visit directed by the Commission action of June 27, 2024, will not be conducted. The next evaluation visit is scheduled for 2024-2025.",active,2025-02-28,2025,,FALSE,FALSE,https://www.msche.org/institution/0371/,MSCHE Statement of Accreditation Status - Roberts Wesleyan University,"To note that the Commission liaison guidance visit directed by the Commission action of June 27, 2024, will not be conducted. The next evaluation visit is scheduled for 2024-2025.",https://www.msche.org/institution/0371/,2026-06-30,2026-07-01 13:25:19.26447,Roberts Wesleyan University,2024,Private not-for-profit,"Private not-for-profit, 4-year or above",Four or more years,Suburb: Large,"Degree-granting, primarily baccalaureate or above",New York,Rochester,-4.144851657940663,-15.858899675785704,Yes,Yes,No,Yes,Yes,Yes,10,-23.99982579347699,66.87040222925383,0.00485772013439976,0,0.02913063268092854,-15.337423312883436,19.28307410653213,-0.6916758671884105,0.4881717983173438,0.2532290341879137
194958,Roberts Wesleyan University,roberts wesleyan university,New York,New York,Roberts Wesleyan University,New York,normalized_name_plus_state,MSCHE,other,"To acknowledge receipt on July 3, 2024 of the notification of the transaction closing date of the merger of Northeastern Seminary at Roberts Wesleyan University with Roberts Wesleyan University which occurred on June 30, 2024. The next evaluation date is scheduled for 2024-2025.",active,2024-08-28,2024,,FALSE,FALSE,https://www.msche.org/institution/0371/,MSCHE Statement of Accreditation Status - Roberts Wesleyan University,"To acknowledge receipt on July 3, 2024 of the notification of the transaction closing date of the merger of Northeastern Seminary at Roberts Wesleyan University with Roberts Wesleyan University which occurred on June 30, 2024. The next evaluation date is scheduled for 2024-2025.",https://www.msche.org/institution/0371/,2026-06-30,2026-07-01 13:25:19.26447,Roberts Wesleyan University,2024,Private not-for-profit,"Private not-for-profit, 4-year or above",Four or more years,Suburb: Large,"Degree-granting, primarily baccalaureate or above",New York,Rochester,-4.144851657940663,-15.858899675785704,Yes,Yes,No,Yes,Yes,Yes,10,-23.99982579347699,66.87040222925383,0.00485772013439976,0,0.02913063268092854,-15.337423312883436,19.28307410653213,-0.6916758671884105,0.4881717983173438,0.2532290341879137
194958,Roberts Wesleyan University,roberts wesleyan university,New York,New York,Roberts Wesleyan University,New York,normalized_name_plus_state,MSCHE,other,"To acknowledge receipt of the complex substantive change request. To include the change in legal status, form of control, and ownership within the institution's scope of accreditation, effective June 30, 2024. To note the complex substantive change request includes the merger of Northeastern Seminary at Roberts Wesleyan College with Roberts Wesleyan University, effective, June 30, 2024, the anticipated date of the transaction. To require notification of the date of the closing of the transaction within five calendar days of the transaction, or immediate notification if there is any delay of the date of the transaction, by email to [email protected]. To note that Roberts Wesleyan University is the surviving institution To request a complex substantive change supplemental information report, due November 1, 2024, providing (1) the updated status of the complex substantive change (Substantive Change Policy and Complex Substantive Change Procedures) and (2) written evidence of review, including but not limited to, approval of the transaction from all outstanding required licensing, regulatory, or other legal entities as necessary, including the United States Department of Education and New York State Education Department, Office of Counsel (Standard II).To direct a prompt Commission liaison guidance visit to discuss the Commission's expectation including post-transaction requirements. To direct a complex substantive change site visit to the main campus at 2301 Westside Drive, Rochester, NY 14624 as soon as practicable but no later than six months after the anticipated date of this action. To remind the institution of its obligation to inform the Commission about any and all developments relevant to this action. To note the Commission may rescind this action if any development reveals additional information that might have affected the Commission's decision or the complex substantive change is not implemented within one year of this action. To note the institution is currently in self-study in anticipation of an evaluation visit in 2024-2025.",active,2024-06-27,2024,,FALSE,FALSE,https://www.msche.org/institution/0371/,MSCHE Statement of Accreditation Status - Roberts Wesleyan University,"To acknowledge receipt of the complex substantive change request. To include the change in legal status, form of control, and ownership within the institution's scope of accreditation, effective June 30, 2024. To note the complex substantive change request includes the merger of Northeastern Seminary at Roberts Wesleyan College with Roberts Wesleyan University, effective, June 30, 2024, the anticipated date of the transaction. To require notification of the date of the closing of the transaction within five calendar days of the transaction, or immediate notification if there is any delay of the date of the transaction, by email to [email protected]. To note that Roberts Wesleyan University is the surviving institution To request a complex substantive change supplemental information report, due November 1, 2024, providing (1) the updated status of the complex substantive change (Substantive Change Policy and Complex Substantive Change Procedures) and (2) written evidence of review, including but not limited to, approval of the transaction from all outstanding required licensing, regulatory, or other legal entities as necessary, including the United States Department of Education and New York State Education Department, Office of Counsel (Standard II).To direct a prompt Commission liaison guidance visit to discuss the Commission's expectation including post-transaction requirements. To direct a complex substantive change site visit to the main campus at 2301 Westside Drive, Rochester, NY 14624 as soon as practicable but no later than six months after the anticipated date of this action. To remind the institution of its obligation to inform the Commission about any and all developments relevant to this action. To note the Commission may rescind this action if any development reveals additional information that might have affected the Commission's decision or the complex substantive change is not implemented within one year of this action. To note the institution is currently in self-study in anticipation of an evaluation visit in 2024-2025.",https://www.msche.org/institution/0371/,2026-06-30,2026-07-01 13:25:19.26447,Roberts Wesleyan University,2024,Private not-for-profit,"Private not-for-profit, 4-year or above",Four or more years,Suburb: Large,"Degree-granting, primarily baccalaureate or above",New York,Rochester,-4.144851657940663,-15.858899675785704,Yes,Yes,No,Yes,Yes,Yes,10,-23.99982579347699,66.87040222925383,0.00485772013439976,0,0.02913063268092854,-15.337423312883436,19.28307410653213,-0.6916758671884105,0.4881717983173438,0.2532290341879137
194958,Roberts Wesleyan University,roberts wesleyan university,New York,New York,Roberts Wesleyan University,New York,normalized_name_plus_state,MSCHE,adverse_action,"To acknowledge receipt of the substantive change request. To note the institution's decision to close the additional location at 765 Irving Avenue, Syracuse, NY 13210 that ceased operations effective December 14, 2017. To remove the additional location from the institution's scope of accreditation. To note that the Commission reserves the right to rescind this action if any developments reveal additional information that might have affected the Commission's decision.",active,2023-10-26,2023,,FALSE,FALSE,https://www.msche.org/institution/0371/,MSCHE Statement of Accreditation Status - Roberts Wesleyan University,"To acknowledge receipt of the substantive change request. To note the institution's decision to close the additional location at 765 Irving Avenue, Syracuse, NY 13210 that ceased operations effective December 14, 2017. To remove the additional location from the institution's scope of accreditation. To note that the Commission reserves the right to rescind this action if any developments reveal additional information that might have affected the Commission's decision.",https://www.msche.org/institution/0371/,2026-06-30,2026-07-01 13:25:19.26447,Roberts Wesleyan University,2024,Private not-for-profit,"Private not-for-profit, 4-year or above",Four or more years,Suburb: Large,"Degree-granting, primarily baccalaureate or above",New York,Rochester,-4.144851657940663,-15.858899675785704,Yes,Yes,No,Yes,Yes,Yes,10,-23.99982579347699,66.87040222925383,0.00485772013439976,0,0.02913063268092854,-15.337423312883436,19.28307410653213,-0.6916758671884105,0.4881717983173438,0.2532290341879137
194958,Roberts Wesleyan University,roberts wesleyan university,New York,New York,Roberts Wesleyan University,New York,normalized_name_plus_state,MSCHE,adverse_action,"To acknowledge receipt of the substantive change request. To note the institution's decision to close the additional location at 1 College Road, Batavia, NY 14020 that ceased operations effective June 3, 2020. To remove the additional location from the institution's scope of accreditation. To note that the Commission reserves the right to rescind this action if any developments reveal additional information that might have affected the Commission's decision.",active,2023-10-26,2023,,FALSE,FALSE,https://www.msche.org/institution/0371/,MSCHE Statement of Accreditation Status - Roberts Wesleyan University,"To acknowledge receipt of the substantive change request. To note the institution's decision to close the additional location at 1 College Road, Batavia, NY 14020 that ceased operations effective June 3, 2020. To remove the additional location from the institution's scope of accreditation. To note that the Commission reserves the right to rescind this action if any developments reveal additional information that might have affected the Commission's decision.",https://www.msche.org/institution/0371/,2026-06-30,2026-07-01 13:25:19.26447,Roberts Wesleyan University,2024,Private not-for-profit,"Private not-for-profit, 4-year or above",Four or more years,Suburb: Large,"Degree-granting, primarily baccalaureate or above",New York,Rochester,-4.144851657940663,-15.858899675785704,Yes,Yes,No,Yes,Yes,Yes,10,-23.99982579347699,66.87040222925383,0.00485772013439976,0,0.02913063268092854,-15.337423312883436,19.28307410653213,-0.6916758671884105,0.4881717983173438,0.2532290341879137
194958,Roberts Wesleyan University,roberts wesleyan university,New York,New York,Roberts Wesleyan University,New York,normalized_name_plus_state,MSCHE,adverse_action,"To acknowledge receipt of the substantive change request. To note the institution's decision to close the additional location at 185 Exchange Street, Rochester, NY 14614 that ceased operations effective October 31, 2009. To remove the additional location from the institution's scope of accreditation. To note that the Commission reserves the right to rescind this action if any developments reveal additional information that might have affected the Commission's decision.",active,2023-10-26,2023,,FALSE,FALSE,https://www.msche.org/institution/0371/,MSCHE Statement of Accreditation Status - Roberts Wesleyan University,"To acknowledge receipt of the substantive change request. To note the institution's decision to close the additional location at 185 Exchange Street, Rochester, NY 14614 that ceased operations effective October 31, 2009. To remove the additional location from the institution's scope of accreditation. To note that the Commission reserves the right to rescind this action if any developments reveal additional information that might have affected the Commission's decision.",https://www.msche.org/institution/0371/,2026-06-30,2026-07-01 13:25:19.26447,Roberts Wesleyan University,2024,Private not-for-profit,"Private not-for-profit, 4-year or above",Four or more years,Suburb: Large,"Degree-granting, primarily baccalaureate or above",New York,Rochester,-4.144851657940663,-15.858899675785704,Yes,Yes,No,Yes,Yes,Yes,10,-23.99982579347699,66.87040222925383,0.00485772013439976,0,0.02913063268092854,-15.337423312883436,19.28307410653213,-0.6916758671884105,0.4881717983173438,0.2532290341879137
194958,Roberts Wesleyan University,roberts wesleyan university,New York,New York,Roberts Wesleyan University,New York,normalized_name_plus_state,MSCHE,adverse_action,"To acknowledge receipt of the substantive change request. To note the institution's decision to close the additional location at 2 Dalewood Drive, Suffern, NY 10901 that ceased operations effective December 14, 2019. To remove the additional location from the institution's scope of accreditation. To note that the Commission reserves the right to rescind this action if any developments reveal additional information that might have affected the Commission's decision.",active,2023-10-26,2023,,FALSE,FALSE,https://www.msche.org/institution/0371/,MSCHE Statement of Accreditation Status - Roberts Wesleyan University,"To acknowledge receipt of the substantive change request. To note the institution's decision to close the additional location at 2 Dalewood Drive, Suffern, NY 10901 that ceased operations effective December 14, 2019. To remove the additional location from the institution's scope of accreditation. To note that the Commission reserves the right to rescind this action if any developments reveal additional information that might have affected the Commission's decision.",https://www.msche.org/institution/0371/,2026-06-30,2026-07-01 13:25:19.26447,Roberts Wesleyan University,2024,Private not-for-profit,"Private not-for-profit, 4-year or above",Four or more years,Suburb: Large,"Degree-granting, primarily baccalaureate or above",New York,Rochester,-4.144851657940663,-15.858899675785704,Yes,Yes,No,Yes,Yes,Yes,10,-23.99982579347699,66.87040222925383,0.00485772013439976,0,0.02913063268092854,-15.337423312883436,19.28307410653213,-0.6916758671884105,0.4881717983173438,0.2532290341879137
194958,Roberts Wesleyan University,roberts wesleyan university,New York,New York,Roberts Wesleyan University,New York,normalized_name_plus_state,MSCHE,adverse_action,"To acknowledge receipt of the substantive change request. To note the institution's decision to close the additional location at 700 Cortelyou Road, Brooklyn, NY 11218 that ceased operations effective September 1, 2019. To remove the additional location from the institution's scope of accreditation. To note that the Commission reserves the right to rescind this action if any developments reveal additional information that might have affected the Commission's decision.",active,2023-10-26,2023,,FALSE,FALSE,https://www.msche.org/institution/0371/,MSCHE Statement of Accreditation Status - Roberts Wesleyan University,"To acknowledge receipt of the substantive change request. To note the institution's decision to close the additional location at 700 Cortelyou Road, Brooklyn, NY 11218 that ceased operations effective September 1, 2019. To remove the additional location from the institution's scope of accreditation. To note that the Commission reserves the right to rescind this action if any developments reveal additional information that might have affected the Commission's decision.",https://www.msche.org/institution/0371/,2026-06-30,2026-07-01 13:25:19.26447,Roberts Wesleyan University,2024,Private not-for-profit,"Private not-for-profit, 4-year or above",Four or more years,Suburb: Large,"Degree-granting, primarily baccalaureate or above",New York,Rochester,-4.144851657940663,-15.858899675785704,Yes,Yes,No,Yes,Yes,Yes,10,-23.99982579347699,66.87040222925383,0.00485772013439976,0,0.02913063268092854,-15.337423312883436,19.28307410653213,-0.6916758671884105,0.4881717983173438,0.2532290341879137
194958,Roberts Wesleyan University,roberts wesleyan university,New York,New York,Roberts Wesleyan University,New York,normalized_name_plus_state,MSCHE,adverse_action,"To acknowledge receipt of the substantive change request. To note the institution's decision to close the additional location at 150 State Street, Rochester, NY 14614 that ceased operations effective July 2, 2007. To remove the additional location from the institution's scope of accreditation. To note that the Commission reserves the right to rescind this action if any developments reveal additional information that might have affected the Commission's decision.",active,2023-10-26,2023,,FALSE,FALSE,https://www.msche.org/institution/0371/,MSCHE Statement of Accreditation Status - Roberts Wesleyan University,"To acknowledge receipt of the substantive change request. To note the institution's decision to close the additional location at 150 State Street, Rochester, NY 14614 that ceased operations effective July 2, 2007. To remove the additional location from the institution's scope of accreditation. To note that the Commission reserves the right to rescind this action if any developments reveal additional information that might have affected the Commission's decision.",https://www.msche.org/institution/0371/,2026-06-30,2026-07-01 13:25:19.26447,Roberts Wesleyan University,2024,Private not-for-profit,"Private not-for-profit, 4-year or above",Four or more years,Suburb: Large,"Degree-granting, primarily baccalaureate or above",New York,Rochester,-4.144851657940663,-15.858899675785704,Yes,Yes,No,Yes,Yes,Yes,10,-23.99982579347699,66.87040222925383,0.00485772013439976,0,0.02913063268092854,-15.337423312883436,19.28307410653213,-0.6916758671884105,0.4881717983173438,0.2532290341879137
194958,Roberts Wesleyan University,roberts wesleyan university,New York,New York,Roberts Wesleyan University,New York,normalized_name_plus_state,MSCHE,adverse_action,"To acknowledge receipt of the substantive change request. To note the institution's decision to close the additional location at 333 Humboldt Street, Rochester, NY 14610 that ceased operations effective December 31, 2008. To remove the additional location from the institution's scope of accreditation. To note that the Commission reserves the right to rescind this action if any developments reveal additional information that might have affected the Commission's decision.",active,2023-10-26,2023,,FALSE,FALSE,https://www.msche.org/institution/0371/,MSCHE Statement of Accreditation Status - Roberts Wesleyan University,"To acknowledge receipt of the substantive change request. To note the institution's decision to close the additional location at 333 Humboldt Street, Rochester, NY 14610 that ceased operations effective December 31, 2008. To remove the additional location from the institution's scope of accreditation. To note that the Commission reserves the right to rescind this action if any developments reveal additional information that might have affected the Commission's decision.",https://www.msche.org/institution/0371/,2026-06-30,2026-07-01 13:25:19.26447,Roberts Wesleyan University,2024,Private not-for-profit,"Private not-for-profit, 4-year or above",Four or more years,Suburb: Large,"Degree-granting, primarily baccalaureate or above",New York,Rochester,-4.144851657940663,-15.858899675785704,Yes,Yes,No,Yes,Yes,Yes,10,-23.99982579347699,66.87040222925383,0.00485772013439976,0,0.02913063268092854,-15.337423312883436,19.28307410653213,-0.6916758671884105,0.4881717983173438,0.2532290341879137
194958,Roberts Wesleyan University,roberts wesleyan university,New York,New York,Roberts Wesleyan University,New York,normalized_name_plus_state,MSCHE,adverse_action,"To acknowledge receipt of the substantive change request. To note the institution's decision to close the additional location at 4419 18th Avenue, Brooklyn, NY 11204 that ceased operations effective December 15, 2018. To remove the additional location from the institution's scope of accreditation. To note that the Commission reserves the right to rescind this action if any developments reveal additional information that might have affected the Commission's decision.",active,2023-10-26,2023,,FALSE,FALSE,https://www.msche.org/institution/0371/,MSCHE Statement of Accreditation Status - Roberts Wesleyan University,"To acknowledge receipt of the substantive change request. To note the institution's decision to close the additional location at 4419 18th Avenue, Brooklyn, NY 11204 that ceased operations effective December 15, 2018. To remove the additional location from the institution's scope of accreditation. To note that the Commission reserves the right to rescind this action if any developments reveal additional information that might have affected the Commission's decision.",https://www.msche.org/institution/0371/,2026-06-30,2026-07-01 13:25:19.26447,Roberts Wesleyan University,2024,Private not-for-profit,"Private not-for-profit, 4-year or above",Four or more years,Suburb: Large,"Degree-granting, primarily baccalaureate or above",New York,Rochester,-4.144851657940663,-15.858899675785704,Yes,Yes,No,Yes,Yes,Yes,10,-23.99982579347699,66.87040222925383,0.00485772013439976,0,0.02913063268092854,-15.337423312883436,19.28307410653213,-0.6916758671884105,0.4881717983173438,0.2532290341879137
194958,Roberts Wesleyan University,roberts wesleyan university,New York,New York,Roberts Wesleyan University,New York,normalized_name_plus_state,MSCHE,adverse_action,"To acknowledge receipt of the substantive change request. To note the institution's decision to close the additional location at 6400 Sheridan Drive, Amherst, NY 14221 that ceased operations effective January 12, 2016. To remove the additional location from the institution's scope of accreditation. To note that the Commission reserves the right to rescind this action if any developments reveal additional information that might have affected the Commission's decision.",active,2023-10-26,2023,,FALSE,FALSE,https://www.msche.org/institution/0371/,MSCHE Statement of Accreditation Status - Roberts Wesleyan University,"To acknowledge receipt of the substantive change request. To note the institution's decision to close the additional location at 6400 Sheridan Drive, Amherst, NY 14221 that ceased operations effective January 12, 2016. To remove the additional location from the institution's scope of accreditation. To note that the Commission reserves the right to rescind this action if any developments reveal additional information that might have affected the Commission's decision.",https://www.msche.org/institution/0371/,2026-06-30,2026-07-01 13:25:19.26447,Roberts Wesleyan University,2024,Private not-for-profit,"Private not-for-profit, 4-year or above",Four or more years,Suburb: Large,"Degree-granting, primarily baccalaureate or above",New York,Rochester,-4.144851657940663,-15.858899675785704,Yes,Yes,No,Yes,Yes,Yes,10,-23.99982579347699,66.87040222925383,0.00485772013439976,0,0.02913063268092854,-15.337423312883436,19.28307410653213,-0.6916758671884105,0.4881717983173438,0.2532290341879137
194958,Roberts Wesleyan University,roberts wesleyan university,New York,New York,Roberts Wesleyan University,New York,normalized_name_plus_state,MSCHE,adverse_action,"To acknowledge receipt of the substantive change request. To note the institution's decision to close the additional location at 255 Como Park, Buffalo, NY 14227 that ceased operations effective August 8, 2005. To remove the additional location from the institution's scope of accreditation. To note that the Commission reserves the right to rescind this action if any developments reveal additional information that might have affected the Commission's decision. The next evaluation visit is scheduled for 2024-2025.",active,2023-10-26,2023,,FALSE,FALSE,https://www.msche.org/institution/0371/,MSCHE Statement of Accreditation Status - Roberts Wesleyan University,"To acknowledge receipt of the substantive change request. To note the institution's decision to close the additional location at 255 Como Park, Buffalo, NY 14227 that ceased operations effective August 8, 2005. To remove the additional location from the institution's scope of accreditation. To note that the Commission reserves the right to rescind this action if any developments reveal additional information that might have affected the Commission's decision. The next evaluation visit is scheduled for 2024-2025.",https://www.msche.org/institution/0371/,2026-06-30,2026-07-01 13:25:19.26447,Roberts Wesleyan University,2024,Private not-for-profit,"Private not-for-profit, 4-year or above",Four or more years,Suburb: Large,"Degree-granting, primarily baccalaureate or above",New York,Rochester,-4.144851657940663,-15.858899675785704,Yes,Yes,No,Yes,Yes,Yes,10,-23.99982579347699,66.87040222925383,0.00485772013439976,0,0.02913063268092854,-15.337423312883436,19.28307410653213,-0.6916758671884105,0.4881717983173438,0.2532290341879137
194958,Roberts Wesleyan University,roberts wesleyan university,New York,New York,Roberts Wesleyan University,New York,normalized_name_plus_state,MSCHE,warning,"To accept the monitoring report and to note the visit by the Commission's representatives. To remove the warning because the institution is now in compliance with Standard 7 (Institutional Assessment) and Standard 14 (Assessment of Student Learning) and to reaffirm accreditation. To request a monitoring report, due April 1, 2019, providing further documentation of (1) an organized and systematic educational effectiveness assessment process which evaluates the extent of student achievement of institutional and program level goals and which continues to employ defensible standards for evaluating whether students are achieving those goals (Standard V) and (2) institutional and unit level goals that are clearly stated, assessed appropriately, linked to mission and goal achievement, and that reflect conclusions drawn from assessment results (Standard VI). The next evaluation visit is scheduled for 2024-2025.",active,2017-06-22,2017,,TRUE,TRUE,https://www.msche.org/institution/0371/,MSCHE Statement of Accreditation Status - Roberts Wesleyan University,"To accept the monitoring report and to note the visit by the Commission's representatives. To remove the warning because the institution is now in compliance with Standard 7 (Institutional Assessment) and Standard 14 (Assessment of Student Learning) and to reaffirm accreditation. To request a monitoring report, due April 1, 2019, providing further documentation of (1) an organized and systematic educational effectiveness assessment process which evaluates the extent of student achievement of institutional and program level goals and which continues to employ defensible standards for evaluating whether students are achieving those goals (Standard V) and (2) institutional and unit level goals that are clearly stated, assessed appropriately, linked to mission and goal achievement, and that reflect conclusions drawn from assessment results (Standard VI). The next evaluation visit is scheduled for 2024-2025.",https://www.msche.org/institution/0371/,2026-06-30,2026-07-01 13:25:19.26447,Roberts Wesleyan University,2024,Private not-for-profit,"Private not-for-profit, 4-year or above",Four or more years,Suburb: Large,"Degree-granting, primarily baccalaureate or above",New York,Rochester,-4.144851657940663,-15.858899675785704,Yes,Yes,No,Yes,Yes,Yes,10,-23.99982579347699,66.87040222925383,0.00485772013439976,0,0.02913063268092854,-15.337423312883436,19.28307410653213,-0.6916758671884105,0.4881717983173438,0.2532290341879137
194958,Roberts Wesleyan University,roberts wesleyan university,New York,New York,Roberts Wesleyan University,New York,normalized_name_plus_state,MSCHE,warning,"To note the visit of the Commission's representative. To remind the institution of the Commission's action of June 23, 2016, warning the institution that its accreditation may be in jeopardy because of insufficient evidence that it is currently in compliance with Standard 7 (Institutional Assessment) and Standard 14 (Assessment of Student Learning). To note that the institution remains accredited while on warning. To remind the institution of the monitoring report due March 1, 2017.",active,2016-11-17,2016,,TRUE,TRUE,https://www.msche.org/institution/0371/,MSCHE Statement of Accreditation Status - Roberts Wesleyan University,"To note the visit of the Commission's representative. To remind the institution of the Commission's action of June 23, 2016, warning the institution that its accreditation may be in jeopardy because of insufficient evidence that it is currently in compliance with Standard 7 (Institutional Assessment) and Standard 14 (Assessment of Student Learning). To note that the institution remains accredited while on warning. To remind the institution of the monitoring report due March 1, 2017.",https://www.msche.org/institution/0371/,2026-06-30,2026-07-01 13:25:19.26447,Roberts Wesleyan University,2024,Private not-for-profit,"Private not-for-profit, 4-year or above",Four or more years,Suburb: Large,"Degree-granting, primarily baccalaureate or above",New York,Rochester,-4.144851657940663,-15.858899675785704,Yes,Yes,No,Yes,Yes,Yes,10,-23.99982579347699,66.87040222925383,0.00485772013439976,0,0.02913063268092854,-15.337423312883436,19.28307410653213,-0.6916758671884105,0.4881717983173438,0.2532290341879137
194958,Roberts Wesleyan University,roberts wesleyan university,New York,New York,Roberts Wesleyan University,New York,normalized_name_plus_state,MSCHE,warning,"To warn the institution that its accreditation may be in jeopardy because of insufficient evidence that the institution is currently in compliance with Standard 7 (Institutional Assessment) and Standard 14 (Assessment of Student Learning). To note that the institution remains accredited while on warning. To request a monitoring report, due March 1, 2017, documenting evidence that the institution has achieved and can sustain compliance with Standards 7 and 14, including but not limited to evidence of the development and implementation of (1) a documented, organized, and sustained institutional effectiveness assessment process, with evidence that assessment information is used to improve programs, services, and processes and is shared and discussed with appropriate constituents (Standard 7) and (2) an organized, systematic and sustainable process to assess the achievement of student learning goals in all programs, including general education, that fosters student learning and development and that uses results to improve teaching and learning (Standard 14). In addition, to request that the monitoring report demonstrate achievement of short- and long-term financial viability and sustainability (Standard 3). A small team visit will follow submission of the monitoring report. To direct a prompt liaison guidance visit to discuss Commission expectations. The date of the next accreditation review will be established when accreditation is reaffirmed.",active,2016-06-23,2016,,TRUE,TRUE,https://www.msche.org/institution/0371/,MSCHE Statement of Accreditation Status - Roberts Wesleyan University,"To warn the institution that its accreditation may be in jeopardy because of insufficient evidence that the institution is currently in compliance with Standard 7 (Institutional Assessment) and Standard 14 (Assessment of Student Learning). To note that the institution remains accredited while on warning. To request a monitoring report, due March 1, 2017, documenting evidence that the institution has achieved and can sustain compliance with Standards 7 and 14, including but not limited to evidence of the development and implementation of (1) a documented, organized, and sustained institutional effectiveness assessment process, with evidence that assessment information is used to improve programs, services, and processes and is shared and discussed with appropriate constituents (Standard 7) and (2) an organized, systematic and sustainable process to assess the achievement of student learning goals in all programs, including general education, that fosters student learning and development and that uses results to improve teaching and learning (Standard 14). In addition, to request that the monitoring report demonstrate achievement of short- and long-term financial viability and sustainability (Standard 3). A small team visit will follow submission of the monitoring report. To direct a prompt liaison guidance visit to discuss Commission expectations. The date of the next accreditation review will be established when accreditation is reaffirmed.",https://www.msche.org/institution/0371/,2026-06-30,2026-07-01 13:25:19.26447,Roberts Wesleyan University,2024,Private not-for-profit,"Private not-for-profit, 4-year or above",Four or more years,Suburb: Large,"Degree-granting, primarily baccalaureate or above",New York,Rochester,-4.144851657940663,-15.858899675785704,Yes,Yes,No,Yes,Yes,Yes,10,-23.99982579347699,66.87040222925383,0.00485772013439976,0,0.02913063268092854,-15.337423312883436,19.28307410653213,-0.6916758671884105,0.4881717983173438,0.2532290341879137
194958,Roberts Wesleyan University,roberts wesleyan university,New York,New York,Roberts Wesleyan University,New York,normalized_name_plus_state,MSCHE,other,To accept the Periodic Review Report and to reaffirm accreditation. To commend the institution for the quality of the periodic review process and report. The next evaluation visit is scheduled for 2015-2016.,active,2011-11-17,2011,,FALSE,FALSE,https://www.msche.org/institution/0371/,MSCHE Statement of Accreditation Status - Roberts Wesleyan University,To accept the Periodic Review Report and to reaffirm accreditation. To commend the institution for the quality of the periodic review process and report. The next evaluation visit is scheduled for 2015-2016.,https://www.msche.org/institution/0371/,2026-06-30,2026-07-01 13:25:19.26447,Roberts Wesleyan University,2024,Private not-for-profit,"Private not-for-profit, 4-year or above",Four or more years,Suburb: Large,"Degree-granting, primarily baccalaureate or above",New York,Rochester,-4.144851657940663,-15.858899675785704,Yes,Yes,No,Yes,Yes,Yes,10,-23.99982579347699,66.87040222925383,0.00485772013439976,0,0.02913063268092854,-15.337423312883436,19.28307410653213,-0.6916758671884105,0.4881717983173438,0.2532290341879137
194958,Roberts Wesleyan University,roberts wesleyan university,New York,New York,Roberts Wesleyan University,New York,normalized_name_plus_state,MSCHE,other,"To reaffirm accreditation. The Periodic Review Report is due June 1, 2011.",active,2006-06-22,2006,,FALSE,FALSE,https://www.msche.org/institution/0371/,MSCHE Statement of Accreditation Status - Roberts Wesleyan University,"To reaffirm accreditation. The Periodic Review Report is due June 1, 2011.",https://www.msche.org/institution/0371/,2026-06-30,2026-07-01 13:25:19.26447,Roberts Wesleyan University,2024,Private not-for-profit,"Private not-for-profit, 4-year or above",Four or more years,Suburb: Large,"Degree-granting, primarily baccalaureate or above",New York,Rochester,-4.144851657940663,-15.858899675785704,Yes,Yes,No,Yes,Yes,Yes,10,-23.99982579347699,66.87040222925383,0.00485772013439976,0,0.02913063268092854,-15.337423312883436,19.28307410653213,-0.6916758671884105,0.4881717983173438,0.2532290341879137
,Suffolk County Community College,suffolk county community college,New York,New York,,,unmatched,MSCHE,other,To reaffirm accreditation. To note the institution's obligation to inform the Commission about any and all significant developments related to its ACEN accreditation status. To request that a copy of the institutions report to ACEN be submitted to the Commission within 10 business days of its completion. The next evaluation visit is scheduled for 2026-2027.,active,2018-06-21,2018,,FALSE,FALSE,https://www.msche.org/institution/0411/,MSCHE Statement of Accreditation Status - Suffolk County Community College,To reaffirm accreditation. To note the institution's obligation to inform the Commission about any and all significant developments related to its ACEN accreditation status. To request that a copy of the institutions report to ACEN be submitted to the Commission within 10 business days of its completion. The next evaluation visit is scheduled for 2026-2027.,https://www.msche.org/institution/0411/,2026-06-30,2026-07-01 13:25:24.033643,,,,,,,,,,,,,,,,,,,,,,,,,,,,
