grant_id,status,terminated_award_numbers,event_history,termination_date,termination_indicator,reinstatement_date,reinstatement_indicator,org_name,title,project_start_date,project_original_end_date,award_value,award_outlaid,award_remaining,org_state,org_city,org_type,org_congdist,us_rep,us_rep_phone,program_office_name,activity_type,award_class,funding_office_name,cfda_number,cfda_title,nofo,usaspending_url,taggs_url
NU2HGH000060,❌ Terminated,20NU2HGH000060CV,"- 2021-08-31: Obligation of $1
- 2022-07-28: Obligation of $200,000
- 2022-07-28: Obligation of $185,000
- 2023-08-03: Obligation of $185,000
- 2024-07-24: Obligation of $125,000
- 2024-07-24: Obligation of $189,000
- 2024-07-24: Obligation of $150,000
- 2024-11-30: Outlay of $136,314
- 2025-01-13: End date extended from 2025-09-29 to 2026-06-29
- 2025-02-28: Outlay of $59,603
- 2025-03-24: [(20NU2HGH000060CV) Termination date in TAGGS PDF](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-03-28: [(20NU2HGH000060CV) Added to TAGGS PDF of terminated grants](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-05-31: Outlay of $4,525
- 2025-07-31: Outlay of $156,128",2025-03-24,HHS TAGGS PDF,NA,NA,"INTERNATIONAL CENTRE FOR DIARRHOEAL DISEASE RESEARCH, BANGLADESH",Enhancing Global Health Security: Expanding Efforts and Strategies to Protect and Improve Public Health Globally,2020-09-30,2026-06-29,2784001,2449926.03,334074.9700000002,Dhaka,Dhaka,"Research Institution, Foundation and Laboratory",Dhaka-NA,NA,NA,Coordinating Office of Global Health,HEALTH SERVICES,DISCRETIONARY,CDC CENTER FOR GLOBAL HEALTH,93.283,"Protecting and Improving Health Globally: Building and Strengthening Public Health Impact, Systems, Capacity and Security",CDC-RFA-GH20-2110,https://www.usaspending.gov/award/ASST_NON_NU2HGH000060_075/,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=NU2HGH000060&arg_ProgOfficeCode=253
NU2HGH000061,❌ Terminated,20NU2HGH000061CV,"- 2021-08-05: Obligation of $250,000
- 2021-08-05: Obligation of $50,000
- 2021-08-05: Obligation of $670,000
- 2022-07-28: Obligation of $350,000
- 2022-07-28: Obligation of $50,000
- 2023-08-08: Obligation of $99,999
- 2024-07-01: Obligation of $14,840
- 2024-07-01: Obligation of $220,000
- 2024-07-01: Obligation of $30,000
- 2024-07-01: Obligation of $35,160
- 2024-10-16: End date extended from 2025-09-29 to 2026-09-29
- 2025-02-28: Outlay of $1,092,252
- 2025-03-24: [(20NU2HGH000061CV) Termination date in TAGGS PDF](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-03-28: [(20NU2HGH000061CV) Added to TAGGS PDF of terminated grants](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-05-31: Clawback of -$10,117
- 2025-08-31: Outlay of $30,000",2025-03-24,HHS TAGGS PDF,NA,NA,KEMENTERIAN KESEHATAN RI,"Building and Strengthening Public Health Systems, Impact and Capacity in Indonesia",2020-09-30,2026-09-29,3634436,2371680,1262756,JAKARTA,JAKARTA,Other Health Organization,JAKARTA-NA,NA,NA,Coordinating Office of Global Health,HEALTH SERVICES,DISCRETIONARY,CDC CENTER FOR GLOBAL HEALTH,93.354,"Protecting and Improving Health Globally: Building and Strengthening Public Health Impact, Systems, Capacity and Security",CDC-RFA-GH20-2121,https://www.usaspending.gov/award/ASST_NON_NU2HGH000061_075/,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=NU2HGH000061&arg_ProgOfficeCode=253
NU2HGH000069,❌ Terminated,20NU2HGH000069CV,"- 2021-03-23: Obligation of $5,290,436
- 2021-08-02: Obligation of $294,884
- 2021-08-02: Obligation of $290,000
- 2022-02-25: Obligation of $350,000
- 2022-05-25: Obligation of $20,000
- 2022-08-09: Obligation of $840,000
- 2022-08-09: Obligation of $1,274,591
- 2023-08-08: Obligation of $575,000
- 2024-07-29: Obligation of $675,000
- 2024-11-30: Outlay of $231,774
- 2024-12-20: End date extended from 2025-09-29 to 2026-09-29
- 2024-12-31: Outlay of $29,207
- 2025-01-17: Obligation of $100,000
- 2025-02-28: Outlay of $250,247
- 2025-03-24: [(20NU2HGH000069CV) Termination date in TAGGS PDF](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-03-28: [(20NU2HGH000069CV) Added to TAGGS PDF of terminated grants](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-03-31: Outlay of $6,570
- 2025-04-30: Outlay of $96,816
- 2025-05-01: Obligation of $205,000
- 2025-07-10: Obligation of $575,000
- 2025-07-30: Obligation of $450,000
- 2025-07-30: Obligation of $1,500,000
- 2025-07-30: Obligation of $1,950,000
- 2025-07-31: Outlay of $146,385
- 2025-09-30: Outlay of $169,398
- 2025-12-31: Outlay of $169,323
- 2026-03-06: Obligation of $1,164,000",2025-03-24,HHS TAGGS PDF,NA,NA,"OHIO STATE UNIVERSITY, THE","Advancing Ethiopia's Capacity for Laboratory, Workforce Development, Surveillance, and Emergency Management to meet International Health Regulations requirements",2020-09-30,2026-09-29,12758911,9103233.55,3655677.4499999993,OH,Columbus,"Junior College, College & University",OH-03,Joyce Beatty (D),202-225-4324,Coordinating Office of Global Health,HEALTH SERVICES,DISCRETIONARY,CDC NATIONAL CENTER FOR EMERGING AND ZOONOTIC INFECTIOUS DISEASES,93.283,"Protecting and Improving Health Globally: Building and Strengthening Public Health Impact, Systems, Capacity and Security",CDC-RFA-GH20-2094,https://www.usaspending.gov/award/ASST_NON_NU2HGH000069_075/,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=NU2HGH000069&arg_ProgOfficeCode=253
NU2HGH000074,❌ Terminated,20NU2HGH000074CV,"- 2021-08-10: Obligation of $245,000
- 2022-02-11: Obligation of $1,400,000
- 2022-06-10: Obligation of $5,900,000
- 2022-07-29: Obligation of $210,000
- 2022-07-29: Obligation of $295,081
- 2022-07-29: Obligation of $4,401,187
- 2023-08-07: Obligation of $50,000
- 2024-07-30: Obligation of $236,584
- 2024-11-26: End date extended from 2025-09-29 to 2026-01-31
- 2024-11-30: Outlay of $8,364
- 2024-12-31: Outlay of $58,737
- 2025-01-31: Outlay of $26,782
- 2025-02-28: Outlay of $28,845
- 2025-03-24: [(20NU2HGH000074CV) Termination date in TAGGS PDF](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-03-28: [(20NU2HGH000074CV) Added to TAGGS PDF of terminated grants](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-03-31: Outlay of $18,134
- 2025-04-30: Outlay of $2,483
- 2025-05-31: Outlay of $666
- 2025-07-31: Outlay of $107,115",2025-03-24,HHS TAGGS PDF,NA,NA,FAMILY HEALTH INTERNATIONAL,Expanding Efforts and Strategies to Protect and Improve Public Health Globally-West Africa Region,2020-09-30,2026-01-31,15345996,14432373.89,913622.1099999994,NC,DURHAM,Other Health Organization,NC-04,Valerie P. Foushee (D),202-225-1784,Coordinating Office of Global Health,HEALTH SERVICES,DISCRETIONARY,CDC CENTER FOR GLOBAL HEALTH,93.354,"Protecting and Improving Health Globally: Building and Strengthening Public Health Impact, Systems, Capacity and Security",CDC-RFA-GH20-2110,https://www.usaspending.gov/award/ASST_NON_NU2HGH000074_075/,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=NU2HGH000074&arg_ProgOfficeCode=253
NU2HGH000077,❌ Terminated,20NU2HGH000077C3,"- 2021-03-23: Obligation of $5,874,643
- 2021-05-20: Obligation of $150,000
- 2021-08-25: Obligation of $7,727,838
- 2021-08-25: Obligation of $75,000
- 2022-08-08: Obligation of $95,000
- 2023-08-21: Obligation of $1
- 2024-08-16: Obligation of $35,000
- 2024-08-16: Obligation of $75,000
- 2024-11-27: End date extended from 2025-09-29 to 2026-09-29
- 2024-12-31: Outlay of $251,288
- 2025-02-28: Outlay of $266,404
- 2025-03-24: [(20NU2HGH000077C3) Termination date in TAGGS PDF](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-03-28: [(20NU2HGH000077C3) Added to TAGGS PDF of terminated grants](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-03-31: Outlay of $558,393
- 2025-04-30: Outlay of $156,119
- 2025-06-02: Deobligation of -$470,767
- 2025-07-08: Obligation of $75,000
- 2025-07-08: Obligation of $294,000
- 2025-07-08: Obligation of $369,000
- 2025-11-30: Outlay of $18,154",2025-03-24,HHS TAGGS PDF,NA,NA,AFRICAN SOCIETY FOR LABORATORY MEDICINE,Global Health Security Partnerships Expanding and Improving Public Health Laboratory Strategies and Systems,2020-09-30,2026-09-29,15854239.18,15425835.61,428403.5700000003,NA,ADDIS ABABA,Other Health Organization,NA-NA,NA,NA,Coordinating Office of Global Health,HEALTH SERVICES,DISCRETIONARY,CDC CENTER FOR GLOBAL HEALTH,93.283,"Protecting and Improving Health Globally: Building and Strengthening Public Health Impact, Systems, Capacity and Security",CDC-RFA-GH20-2109,https://www.usaspending.gov/award/ASST_NON_NU2HGH000077_075/,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=NU2HGH000077&arg_ProgOfficeCode=253
NU2HGH000080,❌ Terminated,20NU2HGH000080CV,"- 2021-05-04: Obligation of $4,909,425
- 2021-05-04: Obligation of $135,018
- 2021-06-09: Obligation of $1,992,766
- 2021-08-24: Obligation of $100,000
- 2021-08-24: Obligation of $500,000
- 2021-08-24: Obligation of $2,435,000
- 2021-08-24: Obligation of $1,737,008
- 2022-05-18: Obligation of $8,887,194
- 2022-05-18: Obligation of $320,000
- 2022-08-17: Obligation of $293,960
- 2022-08-17: Obligation of $150,000
- 2022-08-17: Obligation of $100,000
- 2022-08-17: Obligation of $1,030,000
- 2022-08-17: Obligation of $2,896,840
- 2023-04-05: Obligation of $12,586,000
- 2023-08-31: Obligation of $290,000
- 2023-08-31: Obligation of $300,000
- 2023-08-31: Obligation of $1,950,000
- 2023-08-31: Obligation of $250,000
- 2023-08-31: Obligation of $2,874,999
- 2023-11-30: End date extended from 2025-09-29 to 2026-09-29
- 2024-05-17: Obligation of $249,999
- 2024-08-19: Obligation of $465,600
- 2024-08-19: Obligation of $200,000
- 2024-08-19: Obligation of $1,862,519
- 2024-08-19: Obligation of $150,000
- 2024-11-30: Outlay of $3,631,062
- 2024-12-31: Outlay of $936,550
- 2025-01-10: Obligation of $150,000
- 2025-01-10: Obligation of $60,000
- 2025-01-31: Outlay of $241,996
- 2025-02-28: Outlay of $737,807
- 2025-03-24: [(20NU2HGH000080CV) Termination date in TAGGS PDF](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-03-28: [(20NU2HGH000080CV) Added to TAGGS PDF of terminated grants](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-03-31: Outlay of $1,827,507
- 2025-04-30: Outlay of $7,638
- 2025-05-31: Outlay of $835,503
- 2025-06-30: Outlay of $277,617
- 2025-07-31: Outlay of $1,204,340
- 2025-08-06: Obligation of $400,000
- 2025-08-06: Obligation of $200,000
- 2025-08-06: Obligation of $266,000
- 2025-08-06: Obligation of $135,000
- 2025-08-06: Obligation of $75,000
- 2025-08-06: Obligation of $382,330
- 2025-08-06: Obligation of $238,422
- 2025-08-06: Obligation of $140,000
- 2025-08-06: Obligation of $1,696,752
- 2025-08-31: Outlay of $885,725
- 2025-09-25: Deobligation of -$1,620,522
- 2025-09-30: Outlay of $692,122
- 2025-11-30: Outlay of $1,866,687
- 2025-12-31: Outlay of $495,960",2025-03-24,HHS TAGGS PDF,NA,NA,"ASSOCIATION OF PUBLIC HEALTH LABORATORIES, INC. (THE)",Global Health Security Partnerships: Expanding and Improving Public Health Laboratory Strategies and Systems,2020-09-30,2026-09-29,54293272.98,45879416.31,8413856.669999994,MD,BETHESDA,Planning & Administrative Organizations,MD-08,Jamie Raskin (D),202-225-5341,Coordinating Office of Global Health,HEALTH SERVICES,DISCRETIONARY,CDC NATIONAL CENTER FOR IMMUNIZATION AND RESPIRATORY DISEASES,93.318,"Protecting and Improving Health Globally: Building and Strengthening Public Health Impact, Systems, Capacity and Security",CDC-RFA-GH20-2109,https://www.usaspending.gov/award/ASST_NON_NU2HGH000080_075/,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=NU2HGH000080&arg_ProgOfficeCode=253
NU2HGH000093,❌ Terminated,"21NU2HGH000093, 21NU2HGH000093C6, 21NU2HGH000093CV","- 2021-09-17: Grant awarded
- 2021-09-17: Obligation of $250,000
- 2022-05-18: Obligation of $393,000
- 2022-07-27: Obligation of $200,000
- 2022-07-27: Obligation of $20,000
- 2023-08-14: Obligation of $270,000
- 2024-07-31: Obligation of $15,000
- 2024-11-25: End date cut off from 2026-09-29 to 2025-09-29
- 2024-11-30: Outlay of $52,893
- 2024-12-31: Outlay of $13,818
- 2025-01-31: Outlay of $13,196
- 2025-02-28: Outlay of $6,489
- 2025-04-30: Outlay of $538
- 2025-08-13: [(21NU2HGH000093) Termination date in TAGGS PDF](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-08-13: [(21NU2HGH000093C6) Termination date in TAGGS PDF](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-08-13: [(21NU2HGH000093CV) Termination date in TAGGS PDF](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-08-22: [(21NU2HGH000093) Added to TAGGS PDF of terminated grants](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-08-22: [(21NU2HGH000093C6) Added to TAGGS PDF of terminated grants](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-08-22: [(21NU2HGH000093CV) Added to TAGGS PDF of terminated grants](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-09-30: Outlay of $6,006",2025-08-13,HHS TAGGS PDF,NA,NA,RESEARCH TRIANGLE INSTITUTE,Shoulder to Shoulder: Accompanying Ministries of Health in Central America in Strengthening Local and Global Health Security,2021-09-30,2026-09-29,1148000,1034440.17,113559.82999999996,NC,DURHAM,"Research Institution, Foundation and Laboratory",NC-04,Valerie P. Foushee (D),202-225-1784,Coordinating Office of Global Health,HEALTH SERVICES,DISCRETIONARY,CDC CENTER FOR GLOBAL HEALTH,93.283,"Protecting and Improving Health Globally: Building and Strengthening Public Health Impact, Systems, Capacity and Security",CDC-RFA-GH21-2164,https://www.usaspending.gov/award/ASST_NON_NU2HGH000093_075/,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=NU2HGH000093&arg_ProgOfficeCode=253
NU2HGH000099,❌ Terminated,21NU2HGH000099C3,"- 2021-09-20: Grant awarded
- 2021-09-20: Obligation of $180,000
- 2021-09-20: Obligation of $372,637
- 2022-07-25: Obligation of $4,931,275
- 2022-09-19: Obligation of $5,179,016
- 2022-09-19: Obligation of $575,000
- 2023-04-05: Obligation of $2,200,000
- 2023-09-15: Obligation of $2,158,500
- 2023-09-15: Obligation of $252,364
- 2023-09-15: Obligation of $120,000
- 2024-08-29: Obligation of $200,000
- 2024-08-29: Obligation of $1,500,000
- 2024-08-29: Obligation of $51,769
- 2024-08-29: Obligation of $300,000
- 2024-08-29: Obligation of $633,844
- 2024-09-16: Obligation of $1,633,663
- 2024-11-30: Outlay of $345,624
- 2024-12-31: Outlay of $466,731
- 2025-01-31: Outlay of $202,403
- 2025-02-28: Outlay of $579,579
- 2025-03-24: [(21NU2HGH000099C3) Termination date in TAGGS PDF](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-03-28: [(21NU2HGH000099C3) Added to TAGGS PDF of terminated grants](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-03-31: Outlay of $52,696
- 2025-07-31: Outlay of $116,926
- 2025-08-25: Obligation of $150,000
- 2025-08-25: Obligation of $270,000
- 2025-08-25: Obligation of $300,000
- 2025-08-25: Obligation of $200,000
- 2025-08-25: Obligation of $1,000,000
- 2025-08-25: Obligation of $575,000
- 2025-08-25: Obligation of $25,000
- 2025-08-25: Obligation of $129,744
- 2025-08-25: Obligation of $2,474,744
- 2025-08-31: Outlay of $1,352,106
- 2025-09-30: Outlay of $960,031
- 2025-11-21: Obligation of $900,000
- 2025-11-30: Outlay of $905,710
- 2025-12-31: Outlay of $632,449
- 2026-01-08: Deobligation of -$900,000
- 2026-01-13: Obligation of $900,000
- 2026-03-09: Deobligation of -$896,956
- 2026-03-09: Obligation of $896,956",2025-03-24,HHS TAGGS PDF,NA,NA,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,Enhancing Global Health Security: Strengthening Public Health Surveillance Systems and Preparedness Globally,2021-09-30,2026-09-29,24037812,16273660.99,7764151.01,NY,NEW YORK,"Junior College, College & University",NY-13,Adriano Espaillat (D),202-225-4365,Coordinating Office of Global Health,HEALTH SERVICES,DISCRETIONARY,CDC CENTER FOR GLOBAL HEALTH,93.283,"Protecting and Improving Health Globally: Building and Strengthening Public Health Impact, Systems, Capacity and Security",CDC-RFA-GH21-2174,https://www.usaspending.gov/award/ASST_NON_NU2HGH000099_075/,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=NU2HGH000099&arg_ProgOfficeCode=253
NU2HGH000100,✅ Reinstated,21NU2HGH000100C3,"- 2021-09-18: Grant awarded
- 2021-09-18: Obligation of $372,637
- 2021-09-18: Obligation of $180,000
- 2022-05-18: Obligation of $2,600,000
- 2022-07-29: Obligation of $306,000
- 2022-07-29: Obligation of $4,309,897
- 2022-07-29: Obligation of $74,000
- 2023-03-17: Obligation of $5,630,000
- 2023-08-23: Obligation of $405,000
- 2024-07-26: Obligation of $336,000
- 2024-07-26: Obligation of $360,000
- 2024-11-30: Outlay of $959,345
- 2024-12-31: Outlay of $531,300
- 2025-01-31: Outlay of $284,978
- 2025-02-28: Outlay of $303,942
- 2025-03-24: [(21NU2HGH000100C3) Termination date in TAGGS PDF](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-03-28: [(21NU2HGH000100C3) Added to TAGGS PDF of terminated grants](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-03-31: Outlay of $108,163
- 2025-04-30: Outlay of $377,395
- 2025-05-02: [(21NU2HGH000100C3) Removed from TAGGS PDF of terminated grants](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-05-31: Outlay of $58,070
- 2025-07-31: Outlay of $740,507
- 2025-08-25: Obligation of $163,139
- 2025-08-31: Outlay of $192,460
- 2025-09-30: Outlay of $60,088
- 2025-11-30: Outlay of $420,950",2025-03-24,HHS TAGGS PDF,2025-05-02,Removed from HHS TAGGS PDF,UNIVERSITY OF WASHINGTON,Integrated Next-generation Surveillance in Global Health: Translation to Action (INSIGHT to Action),2021-09-30,2026-09-29,14736673,13890045.81,846627.1899999995,WA,SEATTLE,"Junior College, College & University",WA-07,Pramila Jayapal (D),202-225-3106,Coordinating Office of Global Health,HEALTH SERVICES,DISCRETIONARY,CDC CENTER FOR GLOBAL HEALTH,93.283,"Protecting and Improving Health Globally: Building and Strengthening Public Health Impact, Systems, Capacity and Security",CDC-RFA-GH21-2174,https://www.usaspending.gov/award/ASST_NON_NU2HGH000100_075/,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=NU2HGH000100&arg_ProgOfficeCode=253
NU2RGH001916,❌ Terminated,21NU2RGH001916C3,"- 2021-07-23: Grant awarded
- 2021-07-23: Obligation of $50,288
- 2021-07-23: Obligation of $1,855,012
- 2021-07-23: Obligation of $2,996,572
- 2021-09-01: Obligation of $270,190
- 2021-09-01: Obligation of $30,000
- 2022-03-23: Obligation of $23,890
- 2022-03-23: Obligation of $127,101
- 2022-03-23: Obligation of $394,000
- 2022-06-06: Obligation of $7,217,768
- 2022-06-30: Obligation of $5,088,374
- 2022-06-30: Obligation of $35,780
- 2022-06-30: Obligation of $3,105,559
- 2022-06-30: Obligation of $50,000
- 2022-07-27: Obligation of $4,237,110
- 2022-07-27: Obligation of $401,000
- 2022-11-21: Obligation of $276,958
- 2023-01-17: Obligation of $2,300,000
- 2023-01-17: Obligation of $208,340
- 2023-01-17: Obligation of $4,500,000
- 2023-02-09: Obligation of $162,831
- 2023-02-09: Obligation of $174,400
- 2023-04-27: Obligation of $85,386
- 2023-04-27: Obligation of $20,000
- 2023-04-27: Obligation of $3,000,000
- 2023-04-27: Obligation of $60,000
- 2023-07-14: Obligation of $6,214,465
- 2023-07-14: Obligation of $17,522
- 2023-07-14: Obligation of $49,689
- 2023-08-20: Obligation of $250,000
- 2023-08-20: Obligation of $2,490,630
- 2023-08-20: Obligation of $80,000
- 2024-01-03: Obligation of $475,889
- 2024-02-01: Obligation of $282,880
- 2024-03-19: Obligation of $16,878
- 2024-03-19: Obligation of $8,477
- 2024-05-21: Obligation of $30,000
- 2024-08-26: Obligation of $50,000
- 2024-08-26: Obligation of $34,000
- 2024-08-26: Obligation of $5,378,583
- 2024-09-09: Obligation of $512,274
- 2024-09-09: Obligation of $1,031,878
- 2024-11-30: Outlay of $2,417,169
- 2025-01-16: Obligation of $67,280
- 2025-01-16: Obligation of $50,000
- 2025-01-31: Outlay of $990,059
- 2025-02-28: Outlay of $1,181,360
- 2025-03-24: [(21NU2RGH001916C3) Termination date in TAGGS PDF](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-03-28: [(21NU2RGH001916C3) Added to TAGGS PDF of terminated grants](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-03-31: Outlay of $1,581,628
- 2025-04-30: Outlay of $570,146
- 2025-05-31: Outlay of $1,056,682
- 2025-06-30: Outlay of $670,943
- 2025-07-30: Obligation of $1,250,000
- 2025-07-30: Obligation of $11,284,612
- 2025-07-30: Obligation of $1,359,845
- 2025-07-30: Obligation of $215,000
- 2025-07-30: Obligation of $300,000
- 2025-07-30: Obligation of $34,000
- 2025-07-30: Obligation of $3,000,000
- 2025-07-30: Obligation of $200,000
- 2025-07-30: Obligation of $48,708
- 2025-07-30: Obligation of $130,000
- 2025-07-30: Obligation of $70,000
- 2025-07-30: Obligation of $100,000
- 2025-07-30: Obligation of $69,600
- 2025-07-30: Obligation of $50,000
- 2025-07-30: Obligation of $17,758,165
- 2025-07-31: Outlay of $784,211
- 2025-08-25: Obligation of $230,000
- 2025-08-25: Obligation of $40,000
- 2025-08-25: Obligation of $5,524
- 2025-08-25: Obligation of $789,972
- 2025-08-25: Obligation of $275,524
- 2025-08-31: Outlay of $843,210
- 2025-09-30: Outlay of $404,367
- 2025-11-30: Outlay of $1,290,981
- 2025-12-31: Outlay of $1,405,684",2025-03-24,HHS TAGGS PDF,NA,NA,"THE TASK FORCE FOR GLOBAL HEALTH, INC.","Task Force for Global Health Support to Capacity Building for Global, Regional, and National Immunization Programs",2021-08-01,2026-07-31,72988265,51842871,21145394,GA,DECATUR,Other Special Interest Organization,GA-05,Nikema Williams (D),202-225-3801,Coordinating Office of Global Health,SCIENTIFIC/HEALTH RESEARCH (INCLUDES SURVEYS),DISCRETIONARY,CDC CENTER FOR GLOBAL HEALTH,93.494,"Protecting and Improving Health Globally: Building and Strengthening Public Health Impact, Systems, Capacity and Security",CDC-RFA-GH21-2102,https://www.usaspending.gov/award/ASST_NON_NU2RGH001916_075/,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=NU2RGH001916&arg_ProgOfficeCode=253
NU38CK000485,❌ Terminated,21NU38CK000485C5,"- 2021-04-30: Grant awarded
- 2021-04-30: Obligation of $5,643,515
- 2022-08-12: End date extended from 2024-04-15 to 2026-04-15
- 2022-08-12: Obligation of $4,464,976
- 2024-11-30: Outlay of $708,846
- 2025-01-31: Outlay of $364,845
- 2025-03-24: [(21NU38CK000485C5) Termination date in TAGGS PDF](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-03-25: End date cut off from 2026-04-15 to 2025-03-25
- 2025-03-28: [(21NU38CK000485C5) Added to TAGGS PDF of terminated grants](https://taggs.hhs.gov/Content/Data/HHS_Grants_Terminated.pdf)
- 2025-05-31: Outlay of $1,646,811
- 2025-06-03: Deobligation of -$2,240,417",2025-03-24,HHS TAGGS PDF,NA,NA,AUCKLAND UNISERVICES LIMITED,Assessing the safety of COVID-19 vaccines across large and diverse populations using the 17-country Global Vaccine Data Network Consortium,2021-04-16,2026-04-15,10108491,7868073.57,2240417.4299999997,AUCKLAND,AUCKLAND,Other Health Organization,AUCKLAND-NA,NA,NA,"National Center for Zoonotic, Vector-Borne, and Enteric Diseases",HEALTH SERVICES,DISCRETIONARY,CDC NATIONAL CENTER FOR EMERGING AND ZOONOTIC INFECTIOUS DISEASES,93.354,"Protecting and Improving Health Globally: Building and Strengthening Public Health Impact, Systems, Capacity and Security",CDC-RFA-CK21-2107,https://www.usaspending.gov/award/ASST_NON_NU38CK000485_075/,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=NU38CK000485&arg_ProgOfficeCode=252
