cut_id,unitid,institution_name,state,announcement_date,announcement_year,cut_type,program_name,generated_cut_label,generated_cut_summary,source_url,source_title,source_publication,row_origin
d15a24d4-a2c7-434d-978b-ebf6711c163f,157058,Kentucky State University,Kentucky,2026-06-08,2026,program_suspension,"Political Science, Childhood Development and Music programs eliminated under SB 185 financial exigency law","Political Science, Childhood Development and Music programs eliminated under SB 185 financial exigency law","Board of Regents approved elimination of 3 programs June 8: Political Science, Childhood Development, and several Music areas. Affected students offered teach-out plans. CPE Academic and Strategic Initiatives Committee approved full recovery plan June 9. Undergraduate enrollment projected to drop 9% fall 2026 and 20% by spring 2027. Under Kentucky Senate Bill 185 (passed spring 2026 declaring KSU in ""financial exigency""): university transitioning to polytechnic institution focused on STEM and healthcare; limited to 10 academic areas of study (applied sciences, health sciences, natural sciences, humanities, engineering and technology). Many liberal arts programs shifting online and taught entirely by adjunct faculty.",https://www.kentucky.com/news/local/article316077228.html,,Lexington Herald-Leader,scraper
e189a500-872c-4237-87e1-1062c3255480,186283,Rider University,New Jersey,2026-06-08,2026,department_closure,Westminster Conservatory band and orchestral instrument departments discontinued after 56 years,Westminster Conservatory of Music (Princeton) band and orchestral instrument departments discontinued — all instructors effectively let go including 29-year…,"Westminster Conservatory of Music (Princeton) band and orchestral instrument departments discontinued — all instructors effectively let go including 29-year clarinet/saxophone faculty Ken Ellison, 48-year flute faculty Amy Wolfe, 20-year piano/assistant director Marianne Lauffer, and others. Piano, voice, recorder, honors music, Opera Outings, and Westminster Community Orchestra programs relocated to Rider's Lawrence Township campus (not discontinued). Band and orchestral instrument instruction (strings, woodwinds, brass, percussion) eliminated entirely — no space at Lawrence Township campus. Conservatory founded 1970 on former Westminster Choir College campus; part of Rider since 1992. Municipality of Princeton acquired the 22-acre campus April 2025; stated it was not consulted and learned of decision simultaneously with general public June 8. Decision described as ""purely operational"" by Rider Senior Associate Dean Vodlicka — spending significantly more than revenue on the Princeton-based programs.",https://www.towntopics.com/2026/06/10/rider-cuts-several-westminster-conservatory-programs/,,Town Topics,scraper
02f1959d-76fc-495a-89c9-30d637aef22e,180489,The University of Montana,Montana,2026-06-05,2026,program_suspension,Programs suspended,"MA in Literature (CIP 23.0101) eliminated — only 8 students enrolled at time of closure, down from 16 in 2018. Final cohort completing degrees; no new…","MA in Literature (CIP 23.0101) eliminated — only 8 students enrolled at time of closure, down from 16 in 2018. Final cohort completing degrees; no new admissions. MA in Economics (CIP 45.0601) also eliminated. Moratorium on minors in Chinese Studies (~10 students) and Irish Studies (~7 students). Students in eliminated programs describe feeling abandoned mid-degree with limited job market options for humanities graduates.",https://montanafreepress.org/2026/01/28/university-of-montana-proposes-cutting-masters-programs-in-literature-and-economics/,,Montana Free Press,scraper
b3230f7f-5c2e-44cd-b5d1-26dda73a32d9,188641,Alfred University,New York,2026-06-03,2026,staff_layoff,11 positions eliminated campuswide amid enrollment and cost pressures,11 positions eliminated campuswide amid enrollment and cost pressures,"11 employees laid off across several departments and programs campuswide. University cited ""operational and financial pressures"" including enrollment realities and rising costs. Affected employees informed directly and privately. Simultaneous dining services transition to Sodexo Campus partnership (effective June 1) impacted 45 workers — ~90% hired by Sodexo.",https://www.eveningtribune.com/story/news/education/campus/2026/06/03/alfred-university-announces-job-cuts-on-allegany-county-campus/90385799007/,,The Evening Tribune,scraper
c4fffe8a-4358-40ec-9289-cce0d2dd244f,126775,Colorado School of Mines,Colorado,2026-06-02,2026,staff_layoff,16 positions eliminated — roughly 1% of workforce — as part of strategic restructuring,16 positions eliminated — roughly 1% of workforce — as part of strategic restructuring,"~16 employees laid off week of June 2 — roughly 1% of ~1,600-person total workforce. University may also eliminate additional vacant positions as restructuring continues. Part of broader reallocation toward functions aligned with long-term strategy. Provost announced required 15% budget cut for Academic Affairs by end of FY2028 (November 2025).",https://www.denverpost.com/2026/06/09/colorado-school-of-mines-layoffs/,,Denver Post,scraper
f8a71e2a-c51a-4d56-b3e6-68b336237601,193654,The New School,New York,2026-06-02,2026,staff_layoff,Staff layoff,15% of full-time workforce laid off — 400-460 total positions eliminated through layoffs and vacant position cuts.,"15% of full-time workforce laid off — 400-460 total positions eliminated through layoffs and vacant position cuts. Layoff notices handed out June 2, 2026. Four colleges consolidated into two: Eugene Lang + New School for Social Research merged into one unit; Parsons + College of Performing Arts + Schools of Media merged into second unit. PhD admissions paused across nearly all doctoral programs for 2026-27 including sociology, philosophy, economics, politics. Student medical services gutted.",https://www.chronicle.com/article/its-just-been-agony-facing-a-big-deficit-the-new-school-begins-layoffs,,The Chronicle of Higher Education,scraper
ac06b45c-88c3-46b6-b35c-fa2989d27262,127060,University of Denver,Colorado,2026-06-01,2026,department_closure,Center for a Regenerative Future closed after 3 years of budget-driven decline,Center for a Regenerative Future closed after 3 years of budget-driven decline,"Center for a Regenerative Future (CRF, formerly Center for Sustainability) closing June 30 after 3 years of budget-driven decline. Formerly housed thrift store, bike shop, gear garage, food pantry, climate cafes, community dinners, graduate gown recycling, and 40-student paid internship program (now reduced to 2 interns). Undergraduate program director position cut spring 2024 triggering collapse of thrift store. Bike shop and gear garage absorbed by Basecamp.",https://duclarion.com/2026/06/center-for-a-regenerative-future-to-close-june-30/,,The Denver Clarion,scraper
80464cbd-5661-488f-9af8-3d5e11ed306c,216524,Ursinus College,Pennsylvania,2026-06-01,2026,staff_layoff,36 nonfaculty staff eliminated — 15% of nonfaculty workforce in second round of cuts,36 nonfaculty staff eliminated — 15% of nonfaculty workforce in second round of cuts,26 full-time + 10 part-time nonfaculty staff eliminated June 1 — 15% of nonfaculty workforce. Saves ~$3.5M. Combined with faculty cuts ($3M) and contract/other savings ($1M+) = ~$7.5M of $10M goal reached. Additional savings: Berman Museum annual funding cut from $600K to $300K; advertising and cleaning contracts changed; software changes; consultants eliminated; annual alumni awards ceremony ended; family and homecoming weekends combined; staff credit card purchasing tightened.,https://www.inquirer.com/education/ursinus-college-layoffs-president-gundulf-graml-20260601.html,,Philadelphia Inquirer,scraper
e573694e-5f48-4a05-878e-d0eb437e2c1a,230764,University of Utah,Utah,2026-05-31,2026,staff_layoff,32 academic advising positions eliminated as part of advising system redesign,32 academic advising positions eliminated as part of advising system redesign,"32 academic advising positions eliminated as part of university advising system redesign. Notably some employees were previously laid off, then rehired, and are now losing their jobs again in this second round. University stated ""any reductions in force are difficult."" Cuts are administrative staff positions — advisers who support student academic planning and degree completion. No academic programs eliminated.",https://www.sltrib.com/news/education/2026/05/31/university-utah-lays-off-32-total/,,Salt Lake Tribune,scraper
4fc8fa52-f2ce-43d7-b7a2-51f55b1c5472,163046,Loyola University Maryland,Maryland,2026-05-28,2026,staff_layoff,66 positions eliminated including 29 layoffs to address $20M structural deficit,66 positions eliminated including 29 layoffs to address $20M structural deficit,"29 employees laid off + 37 vacant positions eliminated (66 total). Reorganization follows 2-year Huron Consulting Group assessment and Operation Excellence Initiative. Work groups identified $18M in savings across academic programs, compensation/benefits, technology and endowment. Prior signals: hiring freeze Dec 2025-May 2026 for vacant positions; 2025 benefit cuts; graduate revenue below projections; insurance and utility costs rose sharply.",https://www.thebanner.com/education/higher-education/loyola-university-maryland-deficit-HG4AZKIQERF7HGOV6NQR55WR3M/,,The Baltimore Banner,scraper
da211730-39e1-4e22-96fa-9d0c62db2e98,144281,Columbia College Chicago,Illinois,2026-05-27,2026,staff_layoff,6 tenured faculty laid off — fourth round of cuts since January 2025,6 tenured faculty laid off — fourth round of cuts since January 2025,"Wednesday May 27 layoffs fell on 6 tenured faculty in School of Communication and Culture and School of Design. Fourth round of faculty layoffs since January 2025 — prior rounds: 48 full-time faculty total (32 tenured) since Jan 2025, plus 70 staff in 2024. Part of ongoing effort to close $40M+ deficit amid declining enrollment. Layoff notices described as coming without prior warning to affected faculty. Running total since 2024: 70 staff + 54 faculty laid off.",https://columbiachronicle.com/campus/breaking-college-lays-off-6-tenured-faculty-in-fourth-round-of-cuts/,,Columbia Chronicle,scraper
c7a0c377-3148-42c9-aa25-8f69d881139b,231420,Averett University,Virginia,2026-05-22,2026,program_suspension,Men's and women's tennis programs discontinued following coach departure,Men's tennis ended immediately; women's tennis continues through 2026-27 then discontinued.,Men's tennis ended immediately; women's tennis continues through 2026-27 then discontinued. Longtime head coach Bert Poole departing for another coaching opportunity — his exit triggered the decision to end both programs. Division III institution; member of ODAC (Old Dominion Athletic Conference). Women's tennis recently fell 4-0 to No. 13 Washington and Lee in ODAC championship.,https://godanriver.com/sports/college/other/article_f27f6da8-4d06-43fe-a16f-409246bfacda.html,,Danville Register & Bee,scraper
f5f01521-88e3-46e3-a544-fd6e5cc1db3f,225511,University of Houston,Texas,2026-05-22,2026,program_suspension,BA in Religious Studies eliminated; multiple zero-enrollment minors and certificates closed,BA in Religious Studies eliminated; multiple zero-enrollment minors and certificates closed,UH System Board of Regents approved closure of BA in Religious Studies at May 22 quarterly meeting. 15 students enrolled; 5 not actively pursuing degree. Failed to meet Texas Higher Education Coordinating Board threshold of 25 graduates over 5 years. Religious studies minor remains; religion courses continue in core curriculum and as electives. No faculty layoffs — professors retained.,https://www.houstonchronicle.com/news/houston-texas/education/article/uh-religious-studies-major-22270999.php,,Houston Chronicle,scraper
e686248e-a862-459c-9544-76b677303670,127653,Naropa University,Colorado,2026-05-21,2026,staff_layoff,11 core faculty and ~40 instructor positions eliminated to address structural deficit,11 core faculty and ~40 instructor positions eliminated to address structural deficit,"President Paul Burkhardt sent letter to staff and faculty announcing elimination of 11 core faculty positions and ~40 instructor jobs to correct long-term structural operating deficit. Burkhardt acknowledged ""these sorts of reductions are very difficult, and they cause suffering."" Separate April 17, 2026 announcement introduced tuition reset for fall 2026 (lower per-credit rate for new students, flat for current) and new Ponderosa Plan strategic framework for long-term sustainability. New online and low-residency programs added simultaneously. Buddhist-inspired nonsectarian liberal arts institution founded 1974; ~1,100 students.",https://www.dailycamera.com/2026/05/21/naropa-boulder-layoff-faculty-budget/,,Daily Camera,scraper
d55d72d7-b6a3-4e7a-b0fa-3248452b4488,196158,SUNY at Fredonia,New York,2026-05-19,2026,program_suspension,21 programs and minors eliminated — second round of cuts in 3 years to close $8.1M deficit,21 programs and minors eliminated — second round of cuts in 3 years to close $8.1M deficit,"10 undergraduate programs, 4 graduate programs, and 7 minors discontinued. Named programs: Mathematics (BA/BS), Physics (BA/BS), Economics (BA/BS), and others. 171 total students affected (111 majors + 60 minor students) — less than 5% of total enrollment; only 25 are incoming fall 2026 students. All current and incoming accepted students can complete degrees via teach-out. Second major round of cuts: prior 2024 round eliminated 12 programs including French, Spanish, Philosophy, and Early Childhood Education. $8.1M structural deficit being addressed through program cuts and enrollment growth strategy.",https://www.wkbw.com/news/local-news/suny-fredonia-cutting-additional-programs-as-it-takes-next-steps-in-addressing-structural-deficit,,WKBW,scraper
4fc53eab-fd00-4de9-97fb-cd55be7994e0,152099,Oakland City University,Indiana,2026-05-15,2026,campus_closure,Campus Closure,"WARN Act notice filed April 1 for 167 employees (110 full-time, 57 adjunct/part-time) effective June 1 — ~34% of workforce.","WARN Act notice filed April 1 for 167 employees (110 full-time, 57 adjunct/part-time) effective June 1 — ~34% of workforce. Board of Trustees voted May 15 to suspend all residential undergraduate in-person classes while continuing online programs. Students given 48 hours notice to vacate campus housing. ~350 traditional undergrad students told to find alternative arrangements. Graduate and online programs continue.",https://www.courierpress.com/story/news/local/2026/04/02/oakland-city-university-warns-employees-of-mass-layoff/89435291007/,,Evansville Courier & Press,scraper
dd20c953-9f89-4ac5-b02d-0112332e9db7,201195,Baldwin Wallace University,Ohio,2026-05-09,2026,program_suspension,35 programs eliminated and 10 faculty laid off to address $20M deficit,35 programs eliminated and 10 faculty laid off to address $20M deficit,"35 total programs eliminated: 28 undergraduate majors and minors + 7 graduate programs. Named majors cut: Health Education, Economics, Human Resources, International Business, Mild/Moderate Educational Needs, Music Theory, Physics, Sociology, Sustainability. 10 faculty laid off as a result. Deficit grew from initial $3M estimate to $20M. Second major round: prior cuts in late 2024 saw 35 faculty/staff laid off or offered buyouts (~7% of teaching base).",https://www.clevescene.com/news/baldwin-wallace-announces-another-round-of-program-and-budget-cuts/,,Cleveland Scene,scraper
0aaddcfc-32b3-4993-b5fb-e247aecbaed2,210146,Southern Oregon University,Oregon,2026-05-09,2026,department_closure,3 majors eliminated and 66 positions cut to close $5M deficit after Deloitte review,3 majors eliminated and 66 positions cut to close $5M deficit after Deloitte review,"Board voted May 9 to approve restructuring plan. 3 academic programs permanently eliminated: Music, International Studies, and Gender/Sexuality/Women's Studies (125 combined student majors). Creative Writing merged into English department. 9 other academic units consolidated. ~66 total positions eliminated: faculty in eliminated/consolidated programs + administrative restructuring. Saves $5M annually — satisfying Oregon HECC requirement for balanced long-term plan tied to $15M emergency state funding (approved February 2026). Deloitte analysis found top 3 units (business, education, psychology) represent 45% of headcount; top 10 programs = 78% of enrollment; 10 units operated at a loss.",https://www.highereddive.com/news/southern-oregon-university-plan-would-cut-or-consolidate-13-academic-units/819654/,,Higher Ed Dive,scraper
8cd1e98d-9d64-4d9a-af9e-07ab8d097a0b,200280,University of North Dakota,North Dakota,2026-05-08,2026,staff_layoff,"Energy and Environmental Research Center cuts 27 positions, furloughs 13 amid federal funding delays","Energy and Environmental Research Center cuts 27 positions, furloughs 13 amid federal funding delays","EERC (Energy and Environmental Research Center) at UND cut 27 positions and furloughed 13 (full or temporary basis) from ~210-person workforce. Furloughed employees may be reinstated based on operational needs and funding. Cuts driven by multi-year delays in federal funding — primarily from U.S. Dept of Energy — compounded by Trump administration spending curbs. FY2025 budget ~$85M: $40M competitive federal grants, $30M private sector, remainder state sources.",https://www.minotdailynews.com/uncategorized/2026/05/north-dakota-energy-research-center-cuts-affect-40-staff/,,Minot Daily News,scraper
