cut_id,source_unitid,source_institution_name,source_state,source_announcement_date,source_announcement_year,source_cut_type,source_cut_description,source_generated_cut_label,source_generated_cut_summary,source_source_url,source_source_title,source_source_publication,source_row_origin,override_unitid,override_institution_name,override_state,override_announcement_date,override_announcement_year,override_cut_type,override_cut_description,override_cut_label,override_cut_summary,override_source_url,override_source_title,override_source_publication,first_seen,review_status,reviewer,reviewer_notes,reviewed_at,grandfathered,inactive,inactive_reason
1abcf82b-0f47-4136-ba22-b381b843c14b,128106,Colorado State University Pueblo,Colorado,2026-04-29,2026,staff_layoff,9 FTE staff positions eliminated to close $2.4M structural deficit,9 FTE staff positions eliminated to close $2.4M structural deficit,"CSU Pueblo eliminated equivalent of ~9 full-time staff positions plus closed 8 vacant positions, reorganized units, and cut athletics budget by $1M to close $2.4M structural deficit. In-state tuition raised 3.5%, out-of-state 5%. Announced by President Rhonda Epper in April 29 budget update. Enrollment fell 3.2% to 6,851 students between 2019-2024. Epper cited ""tight competitive market and some negative narratives about the value of higher education"" alongside budgetary constraints.",https://www.highereddive.com/news/colorado-state-university-turns-to-layoffs-and-other-cuts-to-manage-budget/819906/,,Higher Ed Dive,scraper,,,,,,,The equivalent of 9 FTE staff positions eliminated to close $2.4M structural deficit,The equivalent of 9 FTE staff positions eliminated to close $2.4M structural deficit,,,,,2026-05-15,approved,SB,,2026-05-15,TRUE,FALSE,
48038bac-72f7-4c1e-8e09-dd700eff4f73,145813,Illinois State University,Illinois,2026-04-28,2026,program_suspension,Men's NCAA Division I tennis program discontinued,Men's tennis discontinued effective end of spring 2026 semester. 8-member roster (2025-26); 5 are seniors with completed eligibility; 3 remaining eligible for…,Men's tennis discontinued effective end of spring 2026 semester. 8-member roster (2025-26); 5 are seniors with completed eligibility; 3 remaining eligible for transfer portal (opens May 4). Scholarships honored through degree completion. Head coach Maja Kovacek continues coaching women's team (which won MVC championship 2026). Program competed in Summit League for 9 years after MVC dropped men's tennis in 2017; prior 36 years in MVC.,https://goredbirds.com/news/2026/4/28/general-illinois-state-athletics-discontinuing-mens-tennis-program.aspx,,Illinois State Redbirds Athletics,scraper,,,,,,,Men's tennis discontinued effective end of spring 2026 semester,Men's tennis discontinued effective end of spring 2026 semester,,,,,2026-05-15,approved,SB,not clear it was for financial reasons?,2026-05-15,TRUE,FALSE,
e48d1e1f-4b66-4bef-ac3c-6077b3643ac3,179159,Saint Louis University,Missouri,2026-04-27,2026,program_suspension,Men's and women's NCAA Division I tennis programs discontinued,Men's (est. 1975) and women's (est. 1976) NCAA Division I tennis programs discontinued effective immediately following completion of 2025-26 season at Atlantic…,"Men's (est. 1975) and women's (est. 1976) NCAA Division I tennis programs discontinued effective immediately following completion of 2025-26 season at Atlantic 10 Conference Championships. 19 total student-athletes (10 men, 9 women); 5 graduating spring 2026; remaining 14 eligible for immediate transfer portal entry under discontinuation-of-sport exception. 2 coaching positions eliminated: head coach James Tobin (full-time, 2nd year) and assistant Emilien Burnel (part-time); staff member Lizzie Barlow also thanked. No on-campus facility; teams played at Dwight Davis Tennis Center and Missouri Athletic Club West. Operating expenses: $173,199 for 2023-24 per Dept. of Education filing. SLU drops to 16 Division I sports (minimum 14 required).",https://www.bizjournals.com/stlouis/news/2026/04/28/saint-louis-university-drops-tennis-programs.html,,St. Louis Business Journal,scraper,,,,,,,,,,,,,2026-05-15,approved,SB,,2026-05-15,TRUE,FALSE,
701fb2fc-1071-4753-b37b-e5beb9bcee14,164492,Anna Maria College,Massachusetts,2026-04-24,2026,institution_closure,Institution closure,Governing board voted to permanently close at end of spring 2026 term.,"Governing board voted to permanently close at end of spring 2026 term. Founded 1946 by Sisters of Saint Anne; Catholic liberal arts institution known for music and art. Enrollment 1,202 as of fall 2024, down 16.6% since 2019. $18.4M long-term debt as of June 2025; endowment assets under $1.4M (all donor-restricted); investments fell ~80% in FY2025. Despite $2M in cost cuts, 7.5% spring enrollment increase, improved fall deposits, and fundraising beating projections, the progress was insufficient. Massachusetts Dept of Higher Education flagged as closure risk in early April 2026 citing inability to verify sufficient resources.",https://www.highereddive.com/news/anna-maria-college-massachusetts-closure/818492/,,Higher Ed Dive,scraper,,,,,,,,,,,,,2026-05-15,approved,SB,,2026-05-15,TRUE,FALSE,
c0a11c3d-a448-4916-8fd6-cab71cb09d06,106397,University of Arkansas,Arkansas,2026-04-24,2026,program_suspension,Men's and women's tennis programs,,,https://www.tennisrecruiting.net/article.asp?id=11969,,Tennis Recruiting Network,scraper,,,,,,,,,,,,,2026-05-15,approved,SB,was reinstated,2026-05-15,TRUE,FALSE,
18308136-6cd0-4cde-afec-adea5aab34cf,181215,University of Nebraska at Kearney,Nebraska,2026-04-24,2026,program_suspension,Four degree programs eliminated amid $4.5M budget cuts,Four degree programs eliminated amid $4.5M budget cuts,"Board of Regents approved elimination of 4 degrees: MS in Education - Higher Education (opposed by Regent Wilmot); BA in Modern Languages - German emphasis (CIP 16.0501); BM in Music Business emphasis; BA in Education - Modern Languages 7-12 German Teaching Endorsement. Chosen for low/declining enrollment and poor long-term viability. ~19 faculty roles cut via voluntary separations, eliminations, and unfilled openings. Additional $2.3M in operational/administrative reductions including graduate assistant reductions and vacating buildings. Part of $40M+ NU system-wide reductions; UNK's share proportional at $4.5M.",https://nebraskapublicmedia.org/en/news/news-articles/board-of-regents-eliminates-four-degrees-at-unk-months-after-department-cuts-for-unl/,,Nebraska Public Media,scraper,,,,,,,,,,,,,2026-05-15,approved,SB,,2026-05-15,TRUE,FALSE,
e0a80355-15ec-4c0e-a773-9bf0e54aa758,153658,University of Iowa,Iowa,2026-04-23,2026,program_suspension,7 programs approved for elimination by Iowa Board of Regents,"7 programs approved for elimination by Iowa Board of Regents: BA in African American Studies (CIP 05.0201), BA in Classical Languages, BA in Gender Women's and…","7 programs approved for elimination by Iowa Board of Regents: BA in African American Studies (CIP 05.0201), BA in Classical Languages, BA in Gender Women's and Sexuality Studies (CIP 05.0207), BA in Italian (CIP 16.0902), BA in Russian (CIP 16.0402), BS in Applied Physics (CIP 40.0801), and MA in African American World Studies (suspended since 2021; no enrolled students for 5 years). Also dissolves two admin units: African American Studies Program and Dept of Gender Women's and Sexuality Studies in College of Liberal Arts and Sciences. Minors in African American and women's studies will continue. French program exempted after faculty grew enrollment above 30. UI found 13 undergrad and 16 grad programs underenrolled but only requested closure of 7. Financial savings described as minimal by regents.",https://www.highereddive.com/news/iowa-regents-approve-10-program-cuts-at-2-universities/818384/,,Higher Ed Dive,scraper,,,,,,,,,,,,,2026-05-15,approved,SB,not specifically for financial reasons- following a state law,2026-05-15,TRUE,FALSE,
8a35d40f-31ac-42f4-aff4-4a1024340466,154095,University of Northern Iowa,Iowa,2026-04-23,2026,program_suspension,3 graduate programs approved for closure by Iowa Board of Regents,"3 graduate programs approved for closure by Iowa Board of Regents: MA in Psychology (suspended Fall 2024; no enrolled students), Professional Science Master's…","3 graduate programs approved for closure by Iowa Board of Regents: MA in Psychology (suspended Fall 2024; no enrolled students), Professional Science Master's in Industrial Mathematics (lost lead faculty 2021; no students since Fall 2019), and a third graduate program (not named in available reporting). Part of board-mandated low-enrollment review (graduate threshold: 10 or fewer students). Financial savings described as minimal. Current enrolled students may finish degrees; no new admissions.",https://www.highereddive.com/news/iowa-regents-approve-10-program-cuts-at-2-universities/818384/,,Higher Ed Dive,scraper,,,,,,,,,,,,,2026-05-15,approved,SB,not specifically for financial reasons- following a state law,2026-05-15,TRUE,FALSE,
c0cd2740-1ba6-49ad-9b28-3d1e48b61cd6,181464,University of Nebraska-Lincoln,Nebraska,2026-04-22,2026,department_closure,Gender and Sexuality Center closed,Gender and Sexuality Center closed,"Director position (vacant since Pat Tetreault 2024 retirement, budgeted $102K) eliminated. Remaining staff absorbed into Student Culture and Community under Office of Student Life, relocating to Jackie Gaughan Multicultural Center fall 2026. GSC established 2023 via merger of LGBTQA+ Center and Women's Center. Services redistributed: safer sex kits to University Health Center; menstrual products to Husker Pantry; Lavender Closet to Husker Closet; library content to University Library. Monthly STI drop-in testing discontinued entirely.",https://www.dailynebraskan.com/news/unl-s-gender-and-sexuality-center-to-shut-down/article_3860c048-34b3-4a53-83ba-f17f64f8e53a.html,,Daily Nebraskan,scraper,,,,,,,,,,,,,2026-05-15,approved,SB,not financial cut,2026-05-15,TRUE,FALSE,
7f287969-863e-4b9d-91bf-e9272ea4677b,110635,University of California-Berkeley,California,2026-04-11,2026,staff_layoff,Staff layoff,"Cal Athletics laid off ~25 staff in marketing, athletic communications and creative services units, effective early June 2026. Framed as ""complete…","Cal Athletics laid off ~25 staff in marketing, athletic communications and creative services units, effective early June 2026. Framed as ""complete redefinition"" of external operations transitioning to new ""Strawberry Creek Studios"" revenue generation model. Driven by $24.3M projected shortfall for 2024-25 fiscal year and broader college sports landscape changes (conference realignment, transfer portal, NIL). Co-ADs Jenny Simon-O'Neill and Jay Larson announced cuts April 11. Athletics department action; no academic programs affected. New football coach Tosh Lupoi hired December 2025.",https://www.essentiallysports.com/ncaa-college-football-news-college-athletics-to-cut-twenty-staffers-despite-twenty-two-million-dollars-raised-after-hiring-new-football-hc-california-tosh-lupoi/,,Essentially Sports,scraper,,,,,,,"Cal Athletics laid off ~25 staff in marketing, athletic communications and creative services units, effective early June 2026.","Cal Athletics laid off ~25 staff in marketing, athletic communications and creative services units, effective early June 2026.",,,,,2026-05-15,approved,SB,not financial cut,2026-05-15,TRUE,FALSE,
4fc53eab-fd00-4de9-97fb-cd55be7994e0,152099,Oakland City University,Indiana,2026-05-15,2026,campus_closure,Campus Closure,"WARN Act notice filed April 1 for 167 employees (110 full-time, 57 adjunct/part-time) effective June 1 — ~34% of workforce.","WARN Act notice filed April 1 for 167 employees (110 full-time, 57 adjunct/part-time) effective June 1 — ~34% of workforce. Board of Trustees voted May 15 to suspend all residential undergraduate in-person classes while continuing online programs. Students given 48 hours notice to vacate campus housing. ~350 traditional undergrad students told to find alternative arrangements. Graduate and online programs continue.",https://www.courierpress.com/story/news/local/2026/04/02/oakland-city-university-warns-employees-of-mass-layoff/89435291007/,,Evansville Courier & Press,scraper,,,,2026-04-01,,staff_layoff,Staff layoff,Staff layoff,,,,,2026-05-15,approved,SB,I think this needs to be rewriten/updated. Looks like they suspended all undergrad programs and laid off a bunch of staff,2026-05-15,TRUE,FALSE,
cd64be19-048f-4290-bb37-a42cc32bd1d0,196413,Syracuse University,New York,2026-04-01,2026,program_suspension,Programs suspended,"93 programs sunsetted (closed or paused) out of ~460 total following 7-month academic portfolio review begun August 2025. Breakdown: 41 bachelor's degrees, 19…","93 programs sunsetted (closed or paused) out of ~460 total following 7-month academic portfolio review begun August 2025. Breakdown: 41 bachelor's degrees, 19 graduate degrees, 33 certificates (28 advanced). 55 of the 93 had zero enrolled students. 258 students affected (1.2% of 22K+ enrollment); all may complete degrees via teach-out. No positions eliminated. Affected programs include classics, ceramics, sculpture, painting, German, Italian, French, Russian, Middle Eastern studies, African American studies, digital humanities, Modern Jewish studies, and others. Driven by enrollment concentration: 34% of programs serve 80% of students.",https://www.nytimes.com/2026/04/01/nyregion/syracuse-university-degrees-eliminated.html,,New York Times,scraper,,,,,,,93 programs closed or paused out of ~460 total,93 programs closed or paused out of ~460 total,,,,,2026-05-15,approved,SB,,2026-05-15,TRUE,FALSE,
71cdee54-e08c-45ee-8203-a3042c87079a,101709,University of Montevallo,Alabama,2026-04-01,2026,program_suspension,MADE Program,MADE (Minorities Achieving Dreams of Excellence) student support program closing end of spring 2026 semester after 7 years.,"MADE (Minorities Achieving Dreams of Excellence) student support program closing end of spring 2026 semester after 7 years. Founded 2019 as a president's office initiative to support underserved first-year students. Program coordinator Jason Perry also departing after graduation. Program offered early orientation, scholarships, monthly meetings, coaching, mentoring, study space, ambassadorships, and internships.",https://www.wbrc.com/2026/04/23/made-program-closing-university-montevallo-after-7-years-coordinator-says/,,WBRC,scraper,,,,,,,MADE (Minorities Achieving Dreams of Excellence) student support program closing end of spring 2026 semester after 7 years.,MADE (Minorities Achieving Dreams of Excellence) student support program closing end of spring 2026 semester after 7 years.,,,,,2026-05-15,approved,SB,not clear if it's financial or not,2026-05-15,TRUE,FALSE,
a1650707-d0fb-4419-a489-7f8662eefe6f,159939,University of New Orleans,Louisiana,2026-04-01,2026,program_suspension,Programs suspended,"Multiple program discontinuations and restructurings as UNO transitions to LSU New Orleans in 2026. Discontinued: BA International Studies (→ minor), BS…","Multiple program discontinuations and restructurings as UNO transitions to LSU New Orleans in 2026. Discontinued: BA International Studies (→ minor), BS Elementary Ed & Special Ed (Grades 1-5), MAT Elementary Ed & Special Ed (Grades 1-5), MAT Secondary Ed & Special Ed (Grades 6-12), MFA theatre-related tracks/concentrations. Restructured: BA Art History → BA Studio Art (Art History as minor); BA Film and Theatre → BA Film Arts (Theatre Arts as minor); MFA renamed. Taught out: BS Mathematics (while new BS Data Science is developed); MS Tax Accounting (existing teach-out continues). MA Arts Administration merged into MPA.",https://www.fox8live.com/2026/04/01/uno-announces-degree-cuts-program-changes-lsu-new-orleans-transition-begins/,,Fox 8 WVUE,scraper,,,,,,,Multiple program discontinuations and restructurings as UNO transitions to LSU New Orleans in 2026.,Multiple program discontinuations and restructurings as UNO transitions to LSU New Orleans in 2026.,,,,,2026-05-15,approved,SB,not clear if it's financial or not,2026-05-15,TRUE,FALSE,
545e9f63-6e2a-461f-bebc-a384f7e6b80a,144281,Columbia College Chicago,Illinois,2026-03-31,2026,staff_layoff,Senior leadership layoffs and executive restructuring to close $40M deficit,Senior leadership layoffs and executive restructuring to close $40M deficit,"Three senior administrators laid off March 31: Jerry Tarrer (former interim president/CEO, at college since 2017), Laurent Pernot (VP of strategic partnerships, previously chief of staff for 8 years), Jeffrey Reuter (associate VP of budget, planning and analysis since 2019). CIO Kathie Koch also departed same month. Part of broader restructuring announced by President Shantay Bolton including hiring freeze for nonessential admin positions and further spending cuts. Since January 2025: 48 full-time faculty laid off (32 tenured); year prior: 70 staff cut.",https://columbiachronicle.com/campus/exclusive-columbia-cuts-former-interim-president-two-other-senior-leaders-amid-40-million-deficit/,,Columbia Chronicle,scraper,,,,,,,,,,,,,2026-05-15,approved,SB,,2026-05-15,TRUE,FALSE,
8f5ca122-adfe-4e42-b6cc-d9c8498cb317,174899,The College of Saint Scholastica,Minnesota,2026-03-27,2026,staff_layoff,Staff layoff,Non-renewal letters sent by Provost Dr.,"Non-renewal letters sent by Provost Dr. Ryan Sandefer citing ""current financial constraints"" and institutional restructuring. Sources indicate more than a dozen faculty affected; college declined to confirm any personnel figures. College described cuts as ""necessary budget adjustments."" Letters stated non-renewals do not reflect negatively on performance.",https://www.fox21online.com/news/cuts-at-college-of-st-scholastica/article_fd38acf1-b26b-4178-8784-6feded1605ea.html,,Fox 21,scraper,,,,,,,Faculty positions cut,Faculty positions cut,,,,,2026-05-15,approved,SB,,2026-05-15,TRUE,FALSE,
6dacb975-b4a3-43e5-9d72-81c9e42011de,186131,Princeton University,New Jersey,2026-03-24,2026,staff_layoff,Staff layoff,All 9 staff at Keller Center for Innovation in Engineering Education laid off.,All 9 staff at Keller Center for Innovation in Engineering Education laid off. Tenured faculty salaries frozen; all other staff raises capped at 1%. All departments cut 5-10% of budgets. Most staff hiring frozen.,https://www.nj.com/education/2026/03/princeton-u-cuts-jobs-freezes-professors-salaries-even-though-it-has-a-36b-endowment.html,,NJ.com,scraper,,,,,,,,,,,,,2026-05-15,approved,SB,,2026-05-15,TRUE,FALSE,
b3a97f93-11f1-483c-a139-0516cabb197b,227216,University of North Texas,Texas,2026-03-19,2026,program_suspension,Programs suspended,"70+ programs, minors and certificates cut or consolidated to address $45M deficit.","70+ programs, minors and certificates cut or consolidated to address $45M deficit. Major cuts: all linguistics degrees phased out (dept merged with World Languages, Literatures and Cultures effective Sept. 1); BA in Latino and Latin American Studies eliminated; MA in Women's and Gender Studies cut. 25 undergraduate minors eliminated including women's and gender studies, LGBTQ studies, Mexican American studies, Africana studies, Asian studies, dance, geology, and special education. 40+ certificate programs cut (avg. fewer than 2 students/year). Driven by sharp decline in international enrollment and reduced state funding. Faculty buyouts offered to those with 15+ years service (deadline April 10).",https://www.texastribune.org/2026/03/20/university-north-texas-deficit-program-cuts/,,Texas Tribune,scraper,,,,,,,,,,,,,2026-05-15,approved,SB,,2026-05-15,TRUE,FALSE,
9a478997-e54f-4893-ab6c-d169d3c6e6fb,204857,Ohio University-Main Campus,Ohio,2026-03-16,2026,program_suspension,Programs suspended,17 programs sunset per Ohio Advance Higher Education Act (SB1) mandate requiring 5+ annual degree conferrals averaged over 3 years.,"17 programs sunset per Ohio Advance Higher Education Act (SB1) mandate requiring 5+ annual degree conferrals averaged over 3 years. Originally 36 programs fell below threshold; 16 approved to merge with similar programs, 3 received ODHE waivers, 17 sunset. Programs closed include BA in African American Studies, BA in French, BA in Chemistry, BA in Dance, BFA in Interdisciplinary Arts, BM in Music Therapy, BA in Mathematics, BA in Physics, BA in Geological Sciences, and several associate degrees. Most disciplines continue via minors, BS alternatives or related programs. 16 additional programs being merged/combined.",https://www.ohio.edu/news/2026/03/following-review-state-ohio-university-will-sunset-select-academic-programs-graduating,,Ohio University News,scraper,,,,,,,,,,,,,2026-05-15,approved,SB,not a financial cut,2026-05-15,TRUE,FALSE,
